Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;Column1
1994,11;461,01;13,1;29,51;149,7;1994,87;7,96;797,7;22,66;308680,86;51,06;19759,16;
1994,12;455,19;13,17;30,6;149,7;1994,96;7,81;787,63;22,79;305518,79;52,95;20538,4;
1995,01;465,25;13,18;31,25;150,3;1995,04;7,78;801,83;22,71;311758,61;53,86;20940,26;
1995,02;481,92;13,18;31,9;150,9;1995,12;7,47;827,25;22,62;322378,03;54,76;21339,35;
1995,03;493,15;13,17;32,55;151,4;1995,21;7,2;843,73;22,53;329532,56;55,69;21750,55;
1995,04;507,91;13,24;33,18;151,9;1995,29;7,06;866,13;22,58;339013,34;56,58;22144,36;
1995,05;523,81;13,31;33,8;152,2;1995,37;6,63;891,48;22,65;349675,61;57,53;22565,8;
1995,06;539,35;13,36;34,43;152,5;1995,46;6,17;916,12;22,69;360082,99;58,48;22986,29;
1995,07;557,37;13,44;34,68;152,5;1995,54;6,28;946,73;22,83;372861,31;58,91;23199,72;
1995,08;559,11;13,51;34,93;152,9;1995,62;6,49;947,2;22,89;373798;59,18;23352,76;
1995,09;578,77;13,58;35,18;153,2;1995,71;6,2;978,59;22,96;386939,26;59,48;23519,75;
1995,1;582,92;13,65;34,77;153,7;1995,79;6,04;982,4;23;389203,99;58,6;23217,43;
1995,11;595,53;13,72;34,37;153,6;1995,87;5,93;1004,3;23,14;398646,18;57,96;23004,98;
1995,12;614,57;13,79;33,96;153,5;1995,96;5,71;1037,09;23,27;412429,26;57,31;22790,08;
1996,01;614,42;13,89;33,99;154,4;1996,04;5,65;1030,79;23,31;410697,57;57,02;22717,77;
1996,02;649,54;14;34,01;154,9;1996,12;5,81;1086,19;23,41;433548,55;56,88;22702,86;
1996,03;647,07;14,1;34,04;155,7;1996,21;6,27;1076,5;23,46;430461,01;56,63;22644,99;
1996,04;647,17;14,16;34,33;156,3;1996,29;6,51;1072,54;23,46;429656,63;56,89;22791,71;
1996,05;661,23;14,21;34,62;156,6;1996,37;6,74;1093,74;23,51;438934,94;57,26;22981,3;
1996,06;668,5;14,27;34,91;156,7;1996,46;6,91;1105,06;23,59;444266,58;57,71;23200,22;
1996,07;644,07;14,4;35,27;157;1996,54;6,87;1062,64;23,76;428009,14;58,2;23440,46;
1996,08;662,68;14,53;35,64;157,3;1996,62;6,64;1091,26;23,93;440339,43;58,68;23679,97;
1996,09;674,88;14,66;36;157,8;1996,71;6,83;1107,83;24,06;447834,39;59,09;23888,75;
1996,1;701,46;14,74;36,91;158,3;1996,79;6,53;1147,82;24,12;464814,55;60,4;24457,99;
1996,11;735,67;14,82;37,82;158,6;1996,87;6,2;1201,52;24,2;487378,13;61,77;25055,58;
1996,12;743,25;14,9;38,73;158,6;1996,96;6,3;1213,9;24,34;493222,45;63,26;25701,32;
1997,01;766,22;14,95;39,23;159,1;1997,04;6,58;1247,49;24,35;507691,77;63,88;25995,7;
1997,02;798,39;15,01;39,74;159,6;1997,12;6,42;1295,79;24,36;528176,1;64,49;26287,87;
1997,03;792,16;15,06;40,24;160;1997,21;6,69;1282,46;24,38;523572,67;65,15;26596,35;
1997,04;763,93;15,09;40,34;160,2;1997,29;6,89;1235,22;24,4;505114,17;65,23;26675,18;
1997,05;833,09;15,13;40,45;160,1;1997,37;6,71;1347,89;24,47;552021,16;65,44;26800,75;
1997,06;876,29;15,16;40,55;160,3;1997,46;6,49;1416,01;24,5;580757,92;65,53;26874,36;
1997,07;925,29;15,22;40,58;160,5;1997,54;6,22;1493,33;24,56;613307,68;65,49;26897,54;
1997,08;927,24;15,27;40,61;160,8;1997,62;6,3;1493,68;24,6;614295,61;65,42;26904,09;
1997,09;937,02;15,33;40,64;161,2;1997,71;6,21;1505,69;24,63;620078,71;65,3;26893,77;
1997,1;951,16;15,39;40,33;161,6;1997,79;6,03;1524,63;24,66;628724,35;64,65;26660,63;
1997,11;938,92;15,44;40,03;161,5;1997,87;5,88;1505,94;24,77;621869,11;64,2;26510,64;
1997,12;962,37;15,5;39,72;161,3;1997,96;5,81;1545,47;24,89;639047,5;63,79;26375,48;
1998,01;963,36;15,55;39,66;161,6;1998,04;5,54;1544,19;24,93;639376,2;63,57;26322,1;
1998,02;1023,74;15,6;39,6;161,9;1998,12;5,57;1637,93;24,96;679052,23;63,36;26266,89;
1998,03;1076,83;15,64;39,54;162,2;1998,21;5,65;1719,68;24,98;713808,93;63,14;26210,27;
1998,04;1112,2;15,75;39,35;162,5;1998,29;5,64;1772,89;25,11;736762,33;62,73;26066,89;
1998,05;1108,42;15,85;39,16;162,8;1998,37;5,65;1763,61;25,22;733778,62;62,31;25924,08;
1998,06;1108,39;15,95;38,97;163;1998,46;5,5;1761,4;25,35;733737,28;61,93;25797,55;
1998,07;1156,58;16,02;38,68;163,2;1998,54;5,46;1835,73;25,42;765582,53;61,39;25601,52;
1998,08;1074,62;16,08;38,38;163,4;1998,62;5,34;1703,55;25,5;711345,64;60,85;25407,86;
1998,09;1020,64;16,14;38,09;163,6;1998,71;4,81;1616;25,55;675676,83;60,31;25216,07;
1998,1;1032,47;16,17;37,96;164;1998,79;4,53;1630,75;25,53;682731,06;59,96;25103,61;
1998,11;1144,43;16,18;37,84;164;1998,87;4,83;1807,58;25,56;757657,5;59,76;25049,38;
1998,12;1190,05;16,2;37,71;163,9;1998,96;4,65;1880,78;25,6;789234,72;59,6;25009,07;
1999,01;1248,77;16,28;37,93;164,3;1999,04;4,72;1968,78;25,67;827058,98;59,8;25123,2;
1999,02;1246,58;16,37;38,16;164,5;1999,12;5;1962,94;25,77;825506,97;60,08;25268,01;
1999,03;1281,66;16,45;38,38;165;1999,21;5,23;2012,06;25,82;847070,66;60,25;25365,99;
1999,04;1334,76;16,45;39,26;166,2;1999,29;5,18;2080,29;25,64;876695,39;61,19;25786,7;
1999,05;1332,07;16,45;40,14;166,2;1999,37;5,54;2076,1;25,64;875828,93;62,56;26391,84;
1999,06;1322,55;16,45;41,02;166,2;1999,46;5,9;2061,26;25,64;870470,9;63,93;26998,39;
1999,07;1380,99;16,51;42;166,7;1999,54;5,79;2145,89;25,66;907111,46;65,26;27587,95;
1999,08;1327,49;16,58;42,98;167,1;1999,62;5,94;2057,82;25,7;870787,57;66,63;28193,39;
1999,09;1318,17;16,64;43,96;167,9;1999,71;5,92;2033,64;25,67;861459,3;67,82;28729,03;
1999,1;1300,01;16,66;45,36;168,2;1999,79;6,11;2002,04;25,65;848981,44;69,86;29624,87;
1999,11;1391;16,67;46,77;168,3;1999,87;6,03;2140,9;25,66;908770,25;71,98;30553,67;
1999,12;1428,68;16,69;48,17;168,3;1999,96;6,28;2198,89;25,69;934296,07;74,14;31501,14;
2000,01;1425,59;16,71;49,1;168,8;2000,04;6,66;2187,63;25,65;930421,98;75,34;32043,31;
2000,02;1388,87;16,74;50,02;169,8;2000,12;6,52;2118,73;25,53;902022,94;76,31;32488,42;
2000,03;1442,21;16,76;50,95;171,2;2000,21;6,26;2182,11;25,36;929905,44;77,09;32851,44;
2000,04;1461,36;16,74;51,27;171,3;2000,29;5,99;2209,8;25,31;942601,82;77,53;33072,16;
2000,05;1418,48;16,72;51,6;171,5;2000,37;6,44;2142,45;25,25;914774,18;77,93;33274,56;
2000,06;1461,96;16,7;51,92;172,4;2000,46;6,1;2196,6;25,09;938785,24;78,01;33339,99;
2000,07;1473;16,58;52,51;172,8;2000,54;6,05;2208,06;24,86;944570,31;78,72;33674,5;
2000,08;1485,46;16,47;53,11;172,8;2000,62;5,83;2226,74;24,68;953440,31;79,61;34086,44;
2000,09;1468,05;16,35;53,7;173,7;2000,71;5,8;2189,24;24,38;938253,5;80,08;34320,5;
2000,1;1390,14;16,32;52,47;174;2000,79;5,74;2069,48;24,3;887796,06;78,11;33507,2;
2000,11;1378,04;16,3;51,23;174,1;2000,87;5,72;2050,29;24,25;880429,86;76,23;32732,98;
2000,12;1330,93;16,27;50;174;2000,96;5,24;1981,34;24,22;851686,71;74,43;31995,92;
2001,01;1335,63;16,17;48,48;175,1;2001,04;5,16;1975,84;23,92;850181,9;71,72;30859,46;
2001,02;1305,75;16,07;46,96;175,8;2001,12;5,1;1923,95;23,68;828701,61;69,19;29803,43;
2001,03;1185,85;15,97;45,44;176,2;2001,21;4,89;1743,32;23,48;751740,57;66,8;28805,58;
2001,04;1189,84;15,88;42,56;176,9;2001,29;5,14;1742,26;23,25;752120,66;62,31;26900,88;
2001,05;1270,37;15,78;39,67;177,7;2001,37;5,39;1851,81;23,01;800237,69;57,83;24991,22;
2001,06;1238,71;15,69;36,79;178;2001,46;5,28;1802,61;22,83;779801,41;53,54;23160,3;
2001,07;1204,45;15,71;33,96;177,5;2001,54;5,24;1757,69;22,92;761195,98;49,56;21464,36;
2001,08;1178,5;15,72;31,14;177,5;2001,62;4,97;1719,82;22,95;745624,01;45,44;19699,83;
2001,09;1044,64;15,74;28,31;178,3;2001,71;4,73;1517,64;22,87;658792,93;41,13;17853,45;
2001,1;1076,59;15,74;27,1;177,7;2001,79;4,57;1569,33;22,94;682064,33;39,51;17171,08;
2001,11;1129,68;15,74;25,9;177,4;2001,87;4,65;1649,51;22,98;717741,76;37,81;16453,44;
2001,12;1144,93;15,74;24,69;176,7;2001,96;5,09;1678,4;23,07;731149,24;36,19;15766,97;
2002,01;1140,21;15,74;24,69;177,1;2002,04;5,04;1667,7;23,02;727326,04;36,12;15751,58;
2002,02;1100,67;15,73;24,7;177,8;2002,12;4,91;1603,53;22,92;700172,82;35,98;15710,37;
2002,03;1153,79;15,73;24,7;178,8;2002,21;5,28;1671,52;22,79;730688,47;35,78;15642,37;
2002,04;1111,93;15,83;25,38;179,8;2002,29;5,21;1601,92;22,81;701093,27;36,56;16002,58;
2002,05;1079,25;15,94;26,06;179,8;2002,37;5,16;1554,84;22,96;681325,27;37,54;16451,55;
2002,06;1014,02;16,04;26,74;179,9;2002,46;4,93;1460,05;23,1;640633,41;38,5;16893,69;
2002,07;903,59;15,96;27,84;180,1;2002,54;4,65;1299,6;22,95;571071,79;40,04;17594,97;
2002,08;912,55;15,88;28,94;180,7;2002,62;4,26;1308,13;22,76;575653,11;41,49;18255,88;
2002,09;867,81;15,8;30,04;181;2002,71;3,87;1241,93;22,61;547352,16;42,99;18947,07;
2002,1;854,63;15,89;29,22;181,3;2002,79;3,94;1221,05;22,7;538981,01;41,75;18429,99;
2002,11;909,93;15,98;28,41;181,3;2002,87;4,05;1300,06;22,83;574696,34;40,59;17941,17;
2002,12;899,18;16,07;27,59;180,9;2002,96;4,03;1287,54;23,01;570010,23;39,51;17489,92;
2003,01;895,84;16,12;28,5;181,7;2003,04;4,05;1277,11;22,98;566240,39;40,63;18014,21;
2003,02;837,03;16,17;29,41;183,1;2003,12;3,9;1184,15;22,88;525867,82;41,61;18476,96;
2003,03;846,63;16,22;30,32;184,2;2003,21;3,81;1190,57;22,81;529566,8;42,64;18965,15;
2003,04;890,03;16,2;31,73;183,8;2003,29;3,96;1254,33;22,84;558771,49;44,72;19920,47;
2003,05;935,96;16,19;33,14;183,5;2003,37;3,57;1321,22;22,85;589415,79;46,78;20869,74;
2003,06;988;16,17;34,55;183,7;2003,46;3,33;1393,16;22,8;622357,96;48,72;21763,63;
2003,07;992,54;16,31;35,89;183,9;2003,54;3,98;1398,04;22,97;625393,06;50,56;22616,16;
2003,08;989,53;16,45;37,24;184,6;2003,62;4,45;1388,51;23,08;621992,67;52,25;23405,99;
2003,09;1019,44;16,59;38,58;185,2;2003,71;4,27;1425,85;23,2;639583,5;53,96;24204,59;
2003,1;1038,73;16,86;41,97;185;2003,79;4,29;1454,4;23,6;653272,58;58,76;26393,45;
2003,11;1049,9;17,12;45,35;184,5;2003,87;4,3;1474,02;24,04;662986,84;63,67;28639,55;
2003,12;1080,64;17,39;48,74;184,3;2003,96;4,27;1518,83;24,44;684055,05;68,5;30852,87;
2004,01;1132,52;17,6;49,83;185,2;2004,04;4,15;1584,01;24,62;714335,64;69,69;31428,11;
2004,02;1143,36;17,81;50,91;186,2;2004,12;4,08;1590,58;24,78;718230,96;70,83;31982,52;
2004,03;1123,98;18,02;52;187,4;2004,21;3,83;1553,61;24,91;702473,01;71,88;32499,33;
2004,04;1133,36;18,21;53,38;188;2004,29;4,35;1561,57;25,09;707020,3;73,55;33301,95;
2004,05;1102,78;18,41;54,77;189,1;2004,37;4,72;1510,6;25,21;684893,21;75,02;34013,42;
2004,06;1132,76;18,6;56,15;189,7;2004,46;4,73;1546,76;25,4;702247,07;76,67;34809,82;
2004,07;1105,85;18,79;56,69;189,4;2004,54;4,5;1512,41;25,69;687622,39;77,53;35250,09;
2004,08;1088,94;18,97;57,23;189,5;2004,62;4,28;1488,49;25,94;677732,99;78,23;35618,73;
2004,09;1117,66;19,16;57,77;189,9;2004,71;4,13;1524,53;26,14;695134,13;78,8;35930,34;
2004,1;1117,21;19,25;58,03;190,9;2004,79;4,1;1515,94;26,12;692207,03;78,74;35954,54;
2004,11;1168,94;19,35;58,29;191;2004,87;4,19;1585,3;26,24;724877,38;79,05;36146,51;
2004,12;1199,21;19,44;58,55;190,3;2004,96;4,23;1632,33;26,46;747391,98;79,7;36490,52;
2005,01;1181,41;19,7;59,11;190,7;2005,04;4,22;1604,73;26,76;735775,12;80,29;36811,28;
2005,02;1199,63;19,97;59,66;191,8;2005,12;4,17;1620,14;26,97;743867,9;80,58;36996,11;
2005,03;1194,9;20,23;60,22;193,3;2005,21;4,5;1601,22;27,11;736222,53;80,7;37103,79;
2005,04;1164,43;20,46;61,23;194,6;2005,29;4,34;1549,97;27,24;713699,67;81,51;37530,99;
2005,05;1178,28;20,7;62,25;194,4;2005,37;4,14;1570,02;27,58;723989,77;82,94;38247,23;
2005,06;1202,25;20,93;63,26;194,5;2005,46;4;1601,13;27,87;739409,39;84,25;38906,25;
2005,07;1222,24;21,11;64,33;195,4;2005,54;4,18;1620,26;27,98;749318,31;85,28;39438,77;
2005,08;1224,27;21,29;65,4;196,4;2005,62;4,26;1614,69;28,08;747823,39;86,26;39948,42;
2005,09;1225,92;21,47;66,47;198,8;2005,71;4,2;1597,34;27,97;740870,73;86,61;40170,38;
2005,1;1191,96;21,72;67,59;199,2;2005,79;4,46;1549,98;28,24;719992,57;87,89;40827,12;
2005,11;1237,37;21,97;68,71;197,6;2005,87;4,54;1622,05;28,8;754588,92;90,07;41901,62;
2005,12;1262,07;22,22;69,83;196,8;2005,96;4,47;1661,16;29,25;773914,25;91,91;42820,47;
2006,01;1278,73;22,41;70,78;198,3;2006,04;4,42;1670,35;29,27;779335,28;92,45;43135,57;
2006,02;1276,65;22,59;71,72;198,7;2006,12;4,57;1664,28;29,45;777646,45;93,5;43688,87;
2006,03;1293,74;22,78;72,67;199,8;2006,21;4,72;1677,27;29,53;784867,81;94,21;44086,4;
2006,04;1302,17;23;73,28;201,5;2006,29;4,99;1673,96;29,57;784470,11;94,2;44144,28;
2006,05;1290,01;23,22;73,88;202,5;2006,37;5,11;1650,14;29,7;774466,73;94,51;44356,39;
2006,06;1253,17;23,44;74,49;202,9;2006,46;5,11;1599,85;29,92;752036,76;95,1;44702,01;
2006,07;1260,24;23,66;75,85;203,5;2006,54;5,09;1604,14;30,12;755229,43;96,55;45454,95;
2006,08;1287,15;23,88;77,21;203,9;2006,62;4,88;1635,18;30,34;771032,91;98,09;46250,59;
2006,09;1317,74;24,1;78,57;202,9;2006,71;4,72;1682,29;30,77;794456,38;100,31;47369,31;
2006,1;1363,38;24,36;79,55;201,8;2006,79;4,73;1750,04;31,27;827683,49;102,11;48293,37;
2006,11;1388,64;24,62;80,53;201,5;2006,87;4,6;1785,12;31,65;845520,88;103,52;49033,44;
2006,12;1416,42;24,88;81,51;201,8;2006,96;4,56;1818,12;31,94;862414,11;104,63;49628,91;
2007,01;1424,16;25,08;82,06;202,42;2007,04;4,76;1822,5;32,1;865756,71;105,01;49882,82;
2007,02;1444,8;25,29;82,6;203,5;2007,12;4,72;1839,07;32,19;874903,85;105,14;50020,75;
2007,03;1406,95;25,49;83,15;205,35;2007,21;4,56;1774,73;32,15;845570,44;104,89;49972,77;
2007,04;1463,64;25,72;83,74;206,69;2007,29;4,69;1834,32;32,23;875243,11;104,95;50075,74;
2007,05;1511,14;25,94;84,33;207,95;2007,37;4,75;1882,35;32,32;899444,24;105,05;50193,98;
2007,06;1514,19;26,17;84,92;208,35;2007,46;5,1;1882,5;32,54;900811,93;105,58;50520,05;
2007,07;1520,71;26,44;82,81;208,3;2007,54;5;1891,09;32,88;906232,08;102,98;49350,7;
2007,08;1454,62;26,71;80,71;207,92;2007,62;4,67;1812,23;33,28;869768,77;100,55;48257,37;
2007,09;1497,12;26,98;78,6;208,49;2007,71;4,52;1860,05;33,52;894061,43;97,65;46938,94;
2007,1;1539,66;27,23;74,46;208,94;2007,79;4,53;1908,82;33,76;918855,3;92,31;44437,06;
2007,11;1463,39;27,48;70,32;210,18;2007,87;4,15;1803,55;33,87;869539,97;86,67;41783,84;
2007,12;1479,22;27,73;66,18;210,04;2007,96;4,1;1824,28;34,2;880910,14;81,62;39411,74;
2008,01;1378,76;27,92;64,25;211,08;2008,04;3,74;1691,98;34,26;818401,52;78,85;38137,38;
2008,02;1354,87;28,11;62,32;211,69;2008,12;3,74;1657,84;34,4;803278,58;76,26;36948,43;
2008,03;1316,94;28,3;60,39;213,53;2008,21;3,51;1597,58;34,33;775466,86;73,26;35560,04;
2008,04;1370,47;28,44;57,38;214,82;2008,29;3,68;1652,5;34,29;803509,74;69,19;33643,98;
2008,05;1403,22;28,57;54,38;216,63;2008,37;3,88;1677,86;34,17;817225,43;65,02;31668,59;
2008,06;1341,25;28,71;51,37;218,82;2008,46;4,1;1587,76;33,99;774721,05;60,81;29671,89;
2008,07;1257,33;28,76;49,56;219,96;2008,54;4,01;1480,64;33,86;723831,25;58,37;28533,07;
2008,08;1281,47;28,8;47,76;219,09;2008,62;3,89;1515,12;34,05;742072,23;56,46;27654,88;
2008,09;1216,95;28,85;45,95;218,78;2008,71;3,69;1440,83;34,16;707080,17;54,4;26698,17;
2008,1;968,8;28,7;35,59;216,57;2008,79;3,81;1158,73;34,32;570046,13;42,57;20943,27;
2008,11;883,04;28,54;25,24;212,43;2008,87;3,53;1076,78;34,81;531157,36;30,77;15180,11;
2008,12;877,56;28,39;14,88;210,23;2008,96;2,42;1081,28;34,98;534815,47;18,33;9068,39;
2009,01;865,58;28,01;12,21;211,14;2009,04;2,52;1061,9;34,37;526644,96;14,98;7426,9;
2009,02;805,23;27,64;9,53;212,19;2009,12;2,87;982,97;33,74;488896,2;11,64;5788,17;
2009,03;757,13;27,26;6,86;212,71;2009,21;2,82;922,01;33,2;459952,99;8,35;4167,42;
2009,04;848,15;26,7;7,08;213,24;2009,29;2,93;1030,28;32,44;515312,66;8,6;4299,59;
2009,05;902,41;26,15;7,29;213,86;2009,37;3,29;1093,04;31,67;548020,28;8,83;4429,13;
2009,06;926,12;25,59;7,51;215,69;2009,46;3,72;1112,2;30,73;558913,05;9,02;4532,28;
2009,07;935,82;25,03;9,19;215,35;2009,54;3,56;1125,64;30,1;566924,53;11,05;5565,33;
2009,08;1009,73;24,46;10,86;215,83;2009,62;3,59;1211,82;29,36;611562,94;13,04;6579,59;
2009,09;1044,55;23,9;12,54;215,97;2009,71;3,4;1252,82;28,67;633462,44;15,04;7604,82;
2009,1;1067,66;23,4;25,35;216,18;2009,79;3,39;1279,31;28,04;648036;30,38;15386,65;
2009,11;1088,07;22,91;38,16;216,33;2009,87;3,4;1302,84;27,43;661114,96;45,69;23186,14;
2009,12;1110,38;22,41;50,97;215,95;2009,96;3,59;1331,9;26,88;676997,62;61,14;31076,36;
2010,01;1123,58;22,24;54,29;216,69;2010,04;3,73;1343,15;26,59;683838,62;64,9;33042,24;
2010,02;1089,16;22,07;57,61;216,74;2010,12;3,69;1301,68;26,38;663843,68;68,85;35113,33;
2010,03;1152,05;21,9;60,93;217,63;2010,21;3,73;1371,21;26,07;700411,42;72,52;37043,59;
2010,04;1197,32;21,95;62,99;218,01;2010,29;3,85;1422,62;26,08;727782,05;74,84;38285,98;
2010,05;1125,06;21,99;65,04;218,18;2010,37;3,42;1335,73;26,11;684442,8;77,22;39569,84;
2010,06;1083,36;22,04;67,1;217,97;2010,46;3,2;1287,47;26,19;660836,65;79,74;40930,2;
2010,07;1079,8;22,14;68,69;218,01;2010,54;3,01;1282,97;26,31;659651,48;81,61;41960,79;
2010,08;1087,28;22,25;70,27;218,31;2010,62;2,7;1290,08;26,4;664436,2;83,38;42943,99;
2010,09;1122,08;22,35;71,86;218,44;2010,71;2,65;1330,6;26,5;686441,31;85,21;43960,92;
2010,1;1171,58;22,48;73,69;218,71;2010,79;2,54;1387,57;26,62;716976,4;87,28;45096,36;
2010,11;1198,89;22,6;75,52;218,8;2010,87;2,76;1419,31;26,76;734533,15;89,4;46269,42;
2010,12;1241,53;22,73;77,35;219,18;2010,96;3,29;1467,27;26,86;760511,35;91,41;47381,5;
2011,01;1282,62;22,96;78,67;220,22;2011,04;3,39;1508,65;27,01;783123,44;92,53;48033,18;
2011,02;1321,12;23,2;79,99;221,31;2011,12;3,58;1546,31;27,15;803846,4;93,62;48670,58;
2011,03;1304,49;23,43;81,31;223,47;2011,21;3,41;1512,1;27,16;787239,33;94,25;49069,31;
2011,04;1331,51;23,73;82,16;224,91;2011,29;3,46;1533,54;27,33;799590,13;94,63;49340,22;
2011,05;1338,31;24,04;83,02;225,96;2011,37;3,17;1534,16;27,55;801107,92;95,17;49693,5;
2011,06;1287,29;24,34;83,87;225,72;2011,46;3;1477,25;27,93;772609,11;96,25;50337,32;
2011,07;1325,19;24,62;84,91;225,92;2011,54;3;1519,4;28,23;795882,22;97,35;50993,22;
2011,08;1185,31;24,9;85,94;226,55;2011,62;2,3;1355,28;28,47;711158,25;98,27;51563,99;
2011,09;1173,88;25,18;86,98;226,89;2011,71;1,98;1340,18;28,75;704489,73;99,3;52199,98;
2011,1;1207,22;25,6;86,97;226,42;2011,79;2,15;1381,09;29,28;727278,6;99,5;52394,28;
2011,11;1226,42;26,01;86,96;226,23;2011,87;2,01;1404,24;29,79;740776,31;99,57;52525,16;
2011,12;1243,32;26,43;86,95;225,67;2011,96;1,98;1427,11;30,34;754174,69;99,8;52742,25;
2012,01;1300,58;26,74;87,48;226,67;2012,04;1,97;1486,3;30,55;786796,98;99,97;52921,77;
2012,02;1352,49;27,04;88,01;227,66;2012,12;1,97;1538,84;30,77;815971,02;100,14;53097,33;
2012,03;1389,24;27,35;88,54;229,39;2012,21;2,17;1568,74;30,88;833190;99,98;53101,44;
2012,04;1386,43;27,67;88,33;230,09;2012,29;2,05;1560,85;31,15;830379,2;99,45;52905,78;
2012,05;1341,27;28;88,13;229,82;2012,37;1,8;1511,79;31,56;805674,15;99,33;52935,93;
2012,06;1323,48;28,32;87,92;229,48;2012,46;1,62;1493,93;31,97;797575,22;99,24;52983,66;
2012,07;1359,78;28,74;87,45;229,1;2012,54;1,53;1537,41;32,5;822234,41;98,87;52877,42;
2012,08;1403,45;29,17;86,97;230,38;2012,62;1,68;1578;32,79;845405,77;97,79;52390,72;
2012,09;1443,42;29,59;86,5;231,41;2012,71;1,72;1615,73;33,12;867098,95;96,83;51962,74;
2012,1;1437,82;30,14;86,5;231,32;2012,79;1,75;1610,09;33,75;865580,53;96,87;52075,78;
2012,11;1394,51;30,7;86,51;230,22;2012,87;1,65;1569,02;34,54;845051,42;97,33;52421,7;
2012,12;1422,29;31,25;86,51;229,6;2012,96;1,72;1604,6;35,26;865795,39;97,6;52661,52;
2013,01;1480,4;31,54;86,91;230,28;2013,04;1,91;1665,23;35,47;900106,79;97,76;52840,64;
2013,02;1512,31;31,82;87,3;232,17;2013,12;1,98;1687,31;35,51;913638,27;97,41;52742,93;
2013,03;1550,83;32,11;87,7;232,77;2013,21;1,96;1725,77;35,73;936078,7;97,59;52935,59;
2013,04;1570,7;32,5;88,78;232,53;2013,29;1,76;1749,71;36,2;950695,16;98,9;53737,75;
2013,05;1639,84;32,88;89,87;232,95;2013,37;1,93;1823,48;36,57;992435,09;99,93;54387,52;
2013,06;1618,77;33,27;90,95;233,5;2013,46;2,3;1795,74;36,91;979012,05;100,89;55005,43;
2013,07;1668,68;33,65;92,09;233,6;2013,54;2,58;1850,38;37,31;1010494,63;102,12;55766,5;
2013,08;1670,09;34,02;93,23;233,88;2013,62;2,74;1849,72;37,68;1011848,24;103,26;56484,75;
2013,09;1687,17;34,4;94,37;234,15;2013,71;2,81;1866,46;38,06;1022743,76;104,4;57206,05;
2013,1;1720,03;34,6;96,31;233,55;2013,79;2,62;1907,73;38,37;1047107,4;106,82;58632,93;
2013,11;1783,54;34,79;98,26;233,07;2013,87;2,72;1982,22;38,67;1089761,42;109,2;60035,84;
2013,12;1807,78;34,99;100,2;233,05;2013,96;2,9;2009,33;38,89;1106448,86;111,37;61327,25;
2014,01;1822,36;35,4;100,42;233,92;2014,04;2,86;2018,03;39,2;1113037,46;111,2;61331,19;
2014,02;1817,04;35,82;100,63;234,78;2014,12;2,71;2004,72;39,52;1107515,66;111,03;61337,67;
2014,03;1863,52;36,23;100,85;236,29;2014,21;2,72;2042,85;39,72;1130406,35;110,55;61175,35;
2014,04;1864,26;36,61;101,61;237,07;2014,29;2,71;2036,94;40;1128984,04;111,02;61532,35;
2014,05;1889,77;37;102,36;237,9;2014,37;2,56;2057,63;40,28;1142310,17;111,46;61875,61;
2014,06;1947,09;37,38;103,12;238,34;2014,46;2,6;2116,1;40,62;1176650,27;112,07;62316,68;
2014,07;1973,1;37,75;104,07;238,25;2014,54;2,54;2145,2;41,04;1194735,68;113,14;63013,61;
2014,08;1961,53;38,12;105,01;237,85;2014,62;2,42;2136,19;41,51;1191644,07;114,36;63796,38;
2014,09;1993,23;38,49;105,96;238,03;2014,71;2,53;2169,08;41,89;1211938,57;115,31;64426,59;
2014,1;1937,27;38,81;104,74;237,43;2014,79;2,3;2113,5;42,34;1182851,3;114,27;63953,81;
2014,11;2044,57;39,12;103,53;236,15;2014,87;2,33;2242,67;42,91;1257144,64;113,56;63655,44;
2014,12;2054,27;39,44;102,31;234,81;2014,96;2,21;2266,16;43,51;1272344,07;112,86;63367,29;
2015,01;2028,18;39,9;101,29;233,71;2015,04;1,88;2247,95;44,22;1264193,2;112,27;63135,49;
2015,02;2082,2;40,35;100,27;234,72;2015,12;1,98;2297,85;44,53;1294339,32;110,65;62329,94;
2015,03;2079,99;40,81;99,25;236,12;2015,21;2,04;2281,83;44,77;1287417,22;108,88;61431,14;
2015,04;2094,86;41,12;97,8;236,6;2015,29;1,94;2293,48;45,02;1296107,18;107,08;60511,73;
2015,05;2111,94;41,43;96,36;237,81;2015,37;2,2;2300,45;45,13;1302173,33;104,96;59411,29;
2015,06;2099,29;41,74;94,91;238,64;2015,46;2,36;2278,69;45,31;1291992,61;103,02;58411,66;
2015,07;2094,14;42;93,49;238,65;2015,54;2,32;2272,95;45,58;1290890,41;101,48;57632,08;
2015,08;2039,87;42,25;92,08;238,32;2015,62;2,17;2217,18;45,93;1261393,76;100,08;56937,42;
2015,09;1944,41;42,51;90,66;237,95;2015,71;2,17;2116,72;46,28;1206432,89;98,69;56251,1;
2015,1;2024,81;42,8;89,28;237,84;2015,79;2,07;2205,24;46,62;1259097,4;97,24;55519,49;
2015,11;2080,62;43,1;87,91;237,34;2015,87;2,26;2270,81;47,04;1298776,56;95,94;54873,6;
2015,12;2054,08;43,39;86,53;236,53;2015,96;2,24;2249,54;47,52;1288870,9;94,76;54294,87;
2016,01;1918,6;43,55;86,5;236,92;2016,04;2,09;2097,7;47,62;1204148,22;94,57;54288,97;
