Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;Column1
1950,11;19,83;1,42;2,8;24,7;1950,87;2,53;207,96;14,93;14554,58;29,36;2055,11;
1950,12;19,75;1,47;2,84;25;1950,96;2,55;204,63;15,23;14410,75;29,43;2072,23;
1951,01;21,21;1,49;2,84;25,4;1951,04;2,57;216,3;15,16;15321,3;28,93;2049,1;
1951,02;22;1,5;2,83;25,7;1951,12;2,58;221,74;15,15;15795,9;28,56;2034,32;
1951,03;21,63;1,52;2,83;25,8;1951,21;2,59;217,16;15,26;15560,64;28,41;2035,9;
1951,04;21,92;1,53;2,79;25,8;1951,29;2,6;220,08;15,39;15861,19;28,04;2021,24;
1951,05;21,93;1,55;2,76;25,9;1951,37;2,61;219,33;15,47;15900,06;27,57;1998,69;
1951,06;21,55;1,56;2,72;25,9;1951,46;2,62;215,53;15,6;15718,8;27,2;1984;
1951,07;21,93;1,55;2,65;25,9;1951,54;2,63;219,33;15,47;16089,99;26,5;1944,3;
1951,08;22,89;1,53;2,58;25,9;1951,62;2,63;228,93;15,34;16888,09;25,8;1903,51;
1951,09;23,48;1,52;2,51;26,1;1951,71;2,64;233,03;15,09;17283,38;24,91;1847,58;
1951,1;23,36;1,48;2,49;26,2;1951,79;2,65;230,95;14,67;17220,06;24,58;1833,07;
1951,11;22,71;1,45;2,46;26,4;1951,87;2,66;222,83;14,19;16702,28;24,17;1811,68;
1951,12;23,41;1,41;2,44;26,5;1951,96;2,67;228,83;13,78;17238,22;23,85;1796,72;
1952,01;24,19;1,41;2,43;26,5;1952,04;2,68;236,45;13,81;17899,31;23,72;1795,61;
1952,02;23,75;1,42;2,41;26,3;1952,12;2,69;233,92;13,95;17795,39;23,77;1808,26;
1952,03;23,81;1,42;2,4;26,3;1952,21;2,71;234,51;13,99;17929,01;23,64;1807,21;
1952,04;23,74;1,43;2,38;26,4;1952,29;2,72;232,93;14,03;17897,98;23,35;1794,32;
1952,05;23,73;1,44;2,36;26,4;1952,37;2,73;232,83;14,13;17980,91;23,16;1788,24;
1952,06;24,38;1,45;2,34;26,5;1952,46;2,74;238,31;14,17;18494,94;22,87;1775,15;
1952,07;25,08;1,45;2,35;26,7;1952,54;2,76;243,31;14,07;18974,43;22,77;1775,39;
1952,08;25,18;1,45;2,35;26,7;1952,62;2,77;244,29;14,07;19141,5;22,83;1788,97;
1952,09;24,78;1,45;2,36;26,7;1952,71;2,78;240,4;14,07;18929,28;22,9;1802,79;
1952,1;24,26;1,44;2,37;26,7;1952,79;2,79;235,36;13,94;18623,52;23,02;1821,92;
1952,11;25,03;1,42;2,39;26,7;1952,87;2,81;242,83;13,81;19305,67;23,15;1840,84;
1952,12;26,04;1,41;2,4;26,7;1952,96;2,82;252,63;13,68;20175,31;23,28;1859,48;
1953,01;26,18;1,41;2,41;26,6;1953,04;2,83;254,94;13,73;20451,41;23,47;1882,66;
1953,02;25,86;1,41;2,42;26,5;1953,12;2,8;252,78;13,78;20369,8;23,65;1906,22;
1953,03;25,99;1,41;2,43;26,6;1953,21;2,77;253,09;13,73;20487,45;23,66;1915,53;
1953,04;24,71;1,41;2,46;26,6;1953,29;2,83;240,63;13,76;19571,29;23,92;1945,78;
1953,05;24,84;1,42;2,48;26,7;1953,37;3,05;240,99;13,74;19693,72;24,09;1968,84;
1953,06;23,95;1,42;2,51;26,8;1953,46;3,11;231,49;13,72;19010,72;24,26;1992,36;
1953,07;24,29;1,42;2,52;26,8;1953,54;2,93;234,77;13,72;19374,53;24,39;2012,69;
1953,08;24,39;1,42;2,54;26,9;1953,62;2,95;234,86;13,67;19476,01;24,43;2025,59;
1953,09;23,27;1,42;2,55;26,9;1953,71;2,87;224,08;13,67;18676,16;24,56;2046,59;
1953,1;23,97;1,43;2,54;27;1953,79;2,66;229,96;13,72;19262;24,34;2038,44;
1953,11;24,5;1,44;2,52;26,9;1953,87;2,68;235,92;13,87;19857,88;24,3;2045,22;
1953,12;24,83;1,45;2,51;26,9;1953,96;2,59;239,1;13,96;20223,3;24,17;2044,32;
1954,01;25,46;1,46;2,52;26,9;1954,04;2,48;245,17;14,03;20835,28;24,3;2064,98;
1954,02;26,02;1,46;2,54;26,9;1954,12;2,47;250,56;14,09;21393,35;24,43;2085,62;
1954,03;26,57;1,47;2,55;26,9;1954,21;2,37;255,85;14,16;21946,27;24,56;2106,25;
1954,04;27,63;1,46;2,57;26,8;1954,29;2,29;267,05;14,14;23008,07;24,87;2142,86;
1954,05;28,73;1,46;2,6;26,9;1954,37;2,37;276,65;14,03;23935,83;25;2163,36;
1954,06;28,96;1,45;2,62;26,9;1954,46;2,38;278,87;13,96;24228,12;25,23;2191,91;
1954,07;30,13;1,46;2,62;26,9;1954,54;2,3;290,13;14,03;25308,5;25,26;2203,54;
1954,08;30,73;1,46;2,63;26,9;1954,62;2,36;295,91;14,09;25914,92;25,29;2215,1;
1954,09;31,45;1,47;2,63;26,8;1954,71;2,38;303,98;14,21;26724,76;25,42;2234,85;
1954,1;32,18;1,49;2,68;26,8;1954,79;2,43;311,03;14,43;27450,82;25,87;2283,31;
1954,11;33,44;1,52;2,72;26,8;1954,87;2,48;323,21;14,66;28633,47;26,32;2331,89;
1954,12;34,97;1,54;2,77;26,7;1954,96;2,51;339,26;14,94;30166;26,87;2389,47;
1955,01;35,6;1,55;2,83;26,7;1955,04;2,61;345,38;15,01;30820,64;27,49;2452,95;
1955,02;36,79;1,55;2,9;26,7;1955,12;2,65;356,92;15,07;31962,94;28,1;2516,61;
1955,03;36,5;1,56;2,96;26,7;1955,21;2,68;354,11;15,13;31823,94;28,72;2580,79;
1955,04;37,76;1,56;3,05;26,7;1955,29;2,75;366,33;15,17;33036,1;29,56;2665,52;
1955,05;37,6;1,57;3,13;26,7;1955,37;2,76;364,78;15,2;33010,34;30,4;2750,86;
1955,06;39,78;1,57;3,22;26,7;1955,46;2,78;385,93;15,23;35039,1;31,24;2836,25;
1955,07;42,69;1,59;3,29;26,8;1955,54;2,9;412,61;15,34;37578,02;31,83;2898,96;
1955,08;42,43;1,6;3,37;26,8;1955,62;2,97;410,1;15,5;37466,76;32,54;2972,85;
1955,09;44,34;1,62;3,44;26,9;1955,71;2,97;426,97;15,6;39126,56;33,13;3035,53;
1955,1;42,11;1,63;3,5;26,9;1955,79;2,88;405,5;15,66;37278,37;33,7;3098,42;
1955,11;44,95;1,63;3,56;26,9;1955,87;2,89;432,84;15,73;39913,01;34,28;3161,07;
1955,12;45,37;1,64;3,62;26,8;1955,96;2,96;438,52;15,85;40558,07;34,99;3236,06;
1956,01;44,15;1,67;3,64;26,8;1956,04;2,9;426,73;16,14;39591,87;35,21;3267,19;
1956,02;44,43;1,7;3,67;26,8;1956,12;2,84;429,43;16,43;39970,01;35,44;3298,6;
1956,03;47,49;1,73;3,69;26,8;1956,21;2,96;459,01;16,72;42852,53;35,67;3329,67;
1956,04;48,05;1,75;3,66;26,9;1956,29;3,18;462,69;16,88;43328,02;35,24;3300,32;
1956,05;46,54;1,78;3,63;27;1956,37;3,07;446,49;17,04;41943,99;34,83;3271,52;
1956,06;46,27;1,8;3,6;27,2;1956,46;3;440,64;17,14;41528,22;34,28;3231,07;
1956,07;48,78;1,81;3,55;27,4;1956,54;3,11;461,15;17,14;43596,06;33,59;3175,71;
1956,08;48,49;1,83;3,51;27,3;1956,62;3,33;460,09;17,33;43632,17;33,27;3155,36;
1956,09;46,84;1,84;3,46;27,4;1956,71;3,38;442,81;17,39;42131,11;32,71;3112,16;
1956,1;46,24;1,81;3,44;27,5;1956,79;3,34;435,55;17,02;41575,12;32,43;3095,95;
1956,11;45,76;1,77;3,43;27,5;1956,87;3,49;431,03;16,7;41276,41;32,28;3090,92;
1956,12;46,44;1,74;3,41;27,6;1956,96;3,59;435,85;16,33;41868,33;32;3074,31;
1957,01;45,43;1,74;3,41;27,6;1957,04;3,46;426,37;16,3;41088,23;31,97;3081,09;
1957,02;43,47;1,73;3,4;27,7;1957,12;3,34;406,5;16,21;39303,78;31,83;3077,15;
1957,03;44,03;1,73;3,4;27,8;1957,21;3,41;410,26;16,12;39796,79;31,68;3073,11;
1957,04;45,05;1,73;3,41;27,9;1957,29;3,48;418,26;16,06;40702,62;31,63;3077,92;
1957,05;46,78;1,73;3,41;28;1957,37;3,6;432,77;16;42244,51;31,58;3082,4;
1957,06;47,55;1,73;3,42;28,1;1957,46;3,8;438,33;15,95;42916,77;31,53;3086,76;
1957,07;48,51;1,74;3,44;28,3;1957,54;3,93;444,01;15,93;43603,76;31,46;3089,09;
1957,08;45,84;1,75;3,45;28,3;1957,62;3,93;419,58;16,02;41334,88;31,61;3113,94;
1957,09;43,98;1,76;3,47;28,3;1957,71;3,92;402,55;16,11;39789,93;31,76;3139,41;
1957,1;41,24;1,77;3,44;28,3;1957,79;3,97;377,47;16,2;37444,43;31,46;3120,37;
1957,11;40,35;1,78;3,4;28,4;1957,87;3,72;368,03;16,24;36641,54;31,04;3090,54;
1957,12;40,33;1,79;3,37;28,4;1957,96;3,21;367,84;16,33;36758,84;30,74;3071,59;
1958,01;41,12;1,78;3,29;28,6;1958,04;3,09;372,43;16,15;37351,3;29,83;2991,49;
1958,02;41,26;1,78;3,22;28,6;1958,12;3,05;373,69;16,09;37612,95;29,13;2932,34;
1958,03;42,11;1,77;3,14;28,8;1958,21;2,98;378,74;15,92;38254,77;28,24;2852,53;
1958,04;42,34;1,76;3,07;28,9;1958,29;2,88;379,49;15,75;38463,15;27,52;2788,9;
1958,05;43,7;1,74;3;28,9;1958,37;2,92;391,68;15,63;39830,59;26,89;2734,37;
1958,06;44,75;1,73;2,93;28,9;1958,46;2,97;401,1;15,51;40919,02;26,26;2679,17;
1958,07;45,98;1,73;2,91;29;1958,54;3,2;410,7;15,45;42030,12;26,02;2663,06;
1958,08;47,7;1,73;2,9;28,9;1958,62;3,54;427,54;15,51;43885,47;25,96;2665,03;
1958,09;48,96;1,73;2,88;28,9;1958,71;3,76;438,83;15,51;45177,35;25,81;2657,49;
1958,1;50,95;1,74;2,88;28,9;1958,79;3,8;456,67;15,57;47147,14;25,84;2668,12;
1958,11;52,5;1,74;2,89;29;1958,87;3,74;468,94;15,57;48547,9;25,78;2669,37;
1958,12;53,49;1,75;2,89;28,9;1958,96;3,86;479,43;15,69;49769,85;25,9;2689;
1959,01;55,62;1,76;2,96;29;1959,04;4,02;496,8;15,69;51709;26,47;2754,96;
1959,02;54,77;1,76;3,04;28,9;1959,12;3,96;490,91;15,8;51232,04;27,22;2840,51;
1959,03;56,16;1,77;3,11;28,9;1959,21;3,99;503,36;15,86;52670,22;27,88;2916,74;
1959,04;57,1;1,78;3,21;29;1959,29;4,12;510,02;15,87;53505,53;28,64;3004,81;
1959,05;57,96;1,78;3,3;29;1959,37;4,31;517,71;15,93;54450,64;29,51;3103,32;
1959,06;57,46;1,79;3,4;29,1;1959,46;4,34;511,48;15,93;53935,07;30,26;3191,42;
1959,07;59,74;1,8;3,41;29,2;1959,54;4,4;529,95;15,94;56023,22;30,25;3197,84;
1959,08;59,4;1,8;3,42;29,2;1959,62;4,43;526,93;16;55845,3;30,34;3215,34;
1959,09;57,05;1,81;3,43;29,3;1959,71;4,68;504,36;16;53594,2;30,32;3222,23;
1959,1;57;1,82;3,42;29,4;1959,79;4,53;502,2;16,01;53506,83;30,1;3207,28;
1959,11;57,23;1,82;3,4;29,4;1959,87;4,53;504,23;16,06;53865,36;29,99;3203,24;
1959,12;59,06;1,83;3,39;29,4;1959,96;4,69;520,35;16,12;55731,31;29,87;3198,94;
1960,01;58,03;1,87;3,39;29,3;1960,04;4,72;513,02;16,5;55093,54;29,97;3218,46;
1960,02;55,78;1,9;3,39;29,4;1960,12;4,49;491,46;16,77;52927,34;29,87;3216,63;
1960,03;55,02;1,94;3,39;29,4;1960,21;4,25;484,76;17,09;52359,61;29,87;3226,08;
1960,04;55,73;1,94;3,35;29,5;1960,29;4,28;489,35;17,06;53009,09;29,39;3183,28;
1960,05;55,22;1,95;3,3;29,5;1960,37;4,35;484,87;17,09;52678,29;29,01;3151,28;
1960,06;57,26;1,95;3,26;29,6;1960,46;4,15;501,09;17,06;54594,35;28,53;3108,24;
1960,07;55,84;1,95;3,26;29,6;1960,54;3,9;488,66;17,06;53395,39;28,56;3120,47;
1960,08;56,51;1,95;3,27;29,6;1960,62;3,8;494,52;17,06;54191,44;28,59;3132,64;
1960,09;54,81;1,95;3,27;29,6;1960,71;3,8;479,65;17,06;52717,03;28,62;3145,13;
1960,1;53,73;1,95;3,27;29,8;1960,79;3,89;467,04;16,95;51486,68;28,42;3133,47;
1960,11;55,47;1,95;3,27;29,8;1960,87;3,93;482,16;16,95;53309,75;28,42;3142,65;
1960,12;56,8;1,95;3,27;29,8;1960,96;3,84;493,72;16,95;54744,12;28,42;3151,64;
1961,01;59,72;1,95;3,21;29,8;1961,04;3,84;519,11;16,92;57714,78;27,9;3102,22;
1961,02;62,17;1,94;3,15;29,8;1961,12;3,78;540,4;16,89;60239,03;27,38;3052,16;
1961,03;64,12;1,94;3,09;29,8;1961,21;3,74;557,35;16,86;62285,11;26,86;3001,57;
1961,04;65,83;1,94;3,07;29,8;1961,29;3,78;572,22;16,86;64103,21;26,69;2989,47;
1961,05;66,5;1,94;3,05;29,8;1961,37;3,71;578,04;16,86;64913,06;26,51;2977,22;
1961,06;65,62;1,94;3,03;29,8;1961,46;3,88;570,39;16,86;64211,87;26,34;2964,98;
1961,07;65,44;1,95;3,04;30;1961,54;3,92;565,03;16,81;63766,51;26,22;2959,01;
1961,08;67,79;1,95;3,04;29,9;1961,62;4,04;587,28;16,92;66436,49;26,37;2982,57;
1961,09;67,26;1,96;3,05;30;1961,71;3,98;580,75;16,92;65856,88;26,33;2986,37;
1961,1;68;1,98;3,1;30;1961,79;3,92;587,14;17,1;66743;26,74;3039,43;
1961,11;71,08;2;3,14;30;1961,87;3,94;613,73;17,27;69929,65;27,14;3092,46;
1961,12;71,74;2,02;3,19;30;1961,96;4,06;619,43;17,44;70744,58;27,54;3145,74;
1962,01;69,07;2,03;3,25;30;1962,04;4,08;596,38;17,5;68278,18;28,06;3212,74;
1962,02;70,22;2,03;3,31;30,1;1962,12;4,04;604,29;17,5;69351,32;28,48;3269,05;
1962,03;70,29;2,04;3,37;30,1;1962,21;3,93;604,89;17,56;69588,35;29;3336,36;
1962,04;68,05;2,05;3,4;30,2;1962,29;3,84;583,68;17,55;67315,93;29,19;3366,62;
1962,05;62,99;2,05;3,44;30,2;1962,37;3,87;540,28;17,61;62479,77;29,48;3408,83;
1962,06;55,63;2,06;3,47;30,2;1962,46;3,91;477,15;17,67;55349,67;29,76;3452,51;
1962,07;56,97;2,07;3,49;30,3;1962,54;4,01;487,03;17,67;56666,63;29,84;3471,42;
1962,08;58,52;2,07;3,51;30,3;1962,62;3,98;500,28;17,72;58380,24;30,01;3501,62;
1962,09;58;2,08;3,53;30,4;1962,71;3,98;494,2;17,72;57843,49;30,08;3520,47;
1962,1;56,17;2,1;3,58;30,4;1962,79;3,93;478,61;17,87;56192,68;30,48;3578,11;
1962,11;60,04;2,11;3,62;30,4;1962,87;3,92;511,59;18,01;60240,43;30,87;3635,43;
1962,12;62,64;2,13;3,67;30,4;1962,96;3,86;533,74;18,15;63027,2;31,27;3692,69;
1963,01;65,06;2,14;3,68;30,4;1963,04;3,83;554,36;18,21;65641,31;31,38;3716,24;
1963,02;65,92;2,14;3,7;30,4;1963,12;3,92;561,69;18,26;66689,21;31,5;3739,81;
1963,03;65,67;2,15;3,71;30,5;1963,21;3,93;557,72;18,26;66399,13;31,51;3751,19;
1963,04;68,76;2,17;3,75;30,5;1963,29;3,97;583,97;18,4;69706;31,88;3804,97;
1963,05;70,14;2,18;3,8;30,5;1963,37;3,93;595,69;18,54;71289,43;32,24;3858,89;
1963,06;70,11;2,2;3,84;30,6;1963,46;3,99;593,49;18,62;71211,79;32,51;3900,35;
1963,07;69,07;2,2;3,88;30,7;1963,54;4,02;582,78;18,59;70112,82;32,74;3938,58;
1963,08;70,98;2,21;3,92;30,7;1963,62;4;598,89;18,62;72238,32;33,08;3989,49;
1963,09;72,85;2,21;3,96;30,7;1963,71;4,08;614,67;18,65;74328,91;33,41;4040,39;
1963,1;73,03;2,23;3,98;30,8;1963,79;4,11;614,19;18,78;74459,91;33,47;4057,93;
1963,11;72,62;2,26;4;30,8;1963,87;4,12;610,74;18,98;74233,62;33,64;4088,88;
1963,12;74,17;2,28;4,02;30,9;1963,96;4,13;621,76;19,11;75766,29;33,7;4106,52;
1964,01;76,45;2,3;4,07;30,9;1964,04;4,17;640,87;19,25;78290,87;34,15;4171,41;
1964,02;77,39;2,31;4,13;30,9;1964,12;4,15;648,75;19,39;79450,92;34,59;4236,56;
1964,03;78,8;2,33;4,18;30,9;1964,21;4,22;660,57;19,53;81097,81;35,04;4301,89;
1964,04;79,94;2,35;4,23;30,9;1964,29;4,23;670,13;19,67;82472,31;35,46;4364;
1964,05;80,72;2,36;4,28;30,9;1964,37;4,2;676,67;19,81;83480,2;35,88;4426,35;
1964,06;80,24;2,38;4,33;31;1964,46;4,17;670,47;19,89;82920,55;36,18;4474,65;
1964,07;83,22;2,4;4,38;31,1;1964,54;4,19;693,14;19,99;85929,59;36,45;4519,17;
1964,08;82;2,42;4,42;31;1964,62;4,19;685,18;20,22;85151,9;36,96;4593,35;
1964,09;83,41;2,44;4,47;31,1;1964,71;4,2;694,72;20,32;86548,06;37,23;4638,17;
1964,1;84,85;2,46;4,5;31,1;1964,79;4,19;706,71;20,49;88254,95;37,45;4677,12;
1964,11;85,44;2,48;4,52;31,2;1964,87;4,15;709,35;20,59;88798,06;37,55;4701,11;
1964,12;83,96;2,5;4,55;31,2;1964,96;4,18;697,06;20,76;87476,41;37,78;4740,56;
1965,01;86,12;2,52;4,59;31,2;1965,04;4,19;714,99;20,89;89945,38;38,14;4797,36;
1965,02;86,75;2,53;4,64;31,2;1965,12;4,21;720,22;21,03;90823,85;38,49;4854,41;
1965,03;86,83;2,55;4,68;31,3;1965,21;4,21;718,58;21,1;90838,94;38,73;4896,08;
1965,04;87,97;2,57;4,73;31,4;1965,29;4,2;725,7;21,2;91961,82;39,05;4948,11;
1965,05;89,28;2,59;4,79;31,4;1965,37;4,21;736,51;21,37;93556,89;39,49;5015,97;
1965,06;85,04;2,61;4,84;31,6;1965,46;4,21;697,09;21,39;88776,24;39,67;5052,65;
1965,07;84,91;2,63;4,89;31,6;1965,54;4,2;696,02;21,53;88869,04;40,06;5114,52;
1965,08;86,49;2,64;4,93;31,6;1965,62;4,25;708,98;21,67;90753,26;40,44;5176,5;
1965,09;89,38;2,66;4,98;31,6;1965,71;4,29;732,67;21,8;94018,3;40,82;5238,43;
1965,1;91,39;2,68;5,05;31,7;1965,79;4,35;746,78;21,9;96063,53;41,27;5308,25;
1965,11;92,15;2,7;5,12;31,7;1965,87;4,45;752,99;22,06;97098,91;41,84;5394,97;
1965,12;91,73;2,72;5,19;31,8;1965,96;4,62;747,2;22,16;96590,49;42,28;5465;
1966,01;93,32;2,74;5,24;31,8;1966,04;4,61;760,15;22,32;98505,17;42,68;5531,15;
1966,02;92,69;2,76;5,29;32;1966,12;4,83;750,3;22,34;97469,93;42,82;5562,8;
1966,03;88,88;2,78;5,34;32,1;1966,21;4,87;717,22;22,43;93415,14;43,09;5612,48;
1966,04;91,6;2,8;5,38;32,3;1966,29;4,75;734,59;22,43;95921,24;43,15;5633,8;
1966,05;86,78;2,81;5,42;32,3;1966,37;4,78;695,94;22,56;91119,36;43,47;5691,02;
1966,06;86,06;2,83;5,46;32,4;1966,46;4,81;688,03;22,63;90331,31;43,65;5730,99;
1966,07;85,84;2,85;5,48;32,5;1966,54;5,02;684,16;22,72;90071,68;43,65;5746,66;
1966,08;80,65;2,87;5,49;32,7;1966,62;5,22;638,87;22,73;84357,66;43,52;5745,87;
1966,09;77,81;2,89;5,51;32,7;1966,71;5,18;616,37;22,89;81639,01;43,65;5781,15;
1966,1;77,13;2,88;5,52;32,9;1966,79;5,01;607,27;22,7;80684,17;43,49;5777,85;
1966,11;80,99;2,88;5,54;32,9;1966,87;5,16;637,66;22,65;84972,8;43,59;5808,94;
1966,12;81,33;2,87;5,55;32,9;1966,96;4,84;640,34;22,6;85580,45;43,7;5840,05;
1967,01;84,45;2,88;5,52;32,9;1967,04;4,58;664,9;22,68;89116,05;43,43;5821,48;
1967,02;87,36;2,89;5,48;32,9;1967,12;4,63;687,81;22,75;92440,98;43,17;5802,25;
1967,03;89,42;2,9;5,45;33;1967,21;4,54;701,9;22,76;94589,01;42,78;5765,04;
1967,04;90,96;2,9;5,41;33,1;1967,29;4,59;711,83;22,69;96182,2;42,34;5720,6;
1967,05;92,59;2,9;5,37;33,2;1967,37;4,85;722,4;22,63;97865,66;41,9;5675,98;
1967,06;91,43;2,9;5,33;33,3;1967,46;5,02;711,21;22,56;96604,02;41,46;5631,62;
1967,07;93,01;2,91;5,32;33,4;1967,54;5,16;721,33;22,54;98234,37;41,26;5618,82;
1967,08;94,49;2,91;5,31;33,5;1967,62;5,28;730,62;22,53;99755,25;41,06;5605,89;
1967,09;95,81;2,92;5,3;33,6;1967,71;5,3;738,63;22,51;101103,89;40,86;5592,85;
1967,1;95,66;2,92;5,31;33,7;1967,79;5,48;735,28;22,44;100902,08;40,81;5600,98;
1967,11;92,66;2,92;5,32;33,8;1967,87;5,75;710,11;22,38;97704,42;40,77;5609,62;
1967,12;95,3;2,92;5,33;33,9;1967,96;5,7;728,19;22,31;100447,54;40,73;5617,9;
1968,01;95,04;2,93;5,37;34,1;1968,04;5,53;721,95;22,26;99841,82;40,77;5637,82;
1968,02;90,75;2,94;5,4;34,2;1968,12;5,56;687,34;22,27;95312,94;40,92;5675,01;
1968,03;89,09;2,95;5,44;34,3;1968,21;5,74;672,8;22,28;93554,11;41,08;5712,59;
1968,04;95,67;2,96;5,48;34,4;1968,29;5,64;720,39;22,31;100430,34;41,29;5756,17;
1968,05;97,87;2,98;5,53;34,5;1968,37;5,87;734,82;22,35;102701,66;41,5;5799,51;
1968,06;100,5;2,99;5,57;34,7;1968,46;5,72;750,22;22,32;105113,61;41,58;5825,7;
1968,07;100,3;3;5,6;34,9;1968,54;5,5;744,44;22,29;104563,52;41,56;5838,04;
1968,08;98,11;3,02;5,63;35;1968,62;5,42;726,1;22,33;102249,53;41,67;5867,55;
1968,09;101,3;3,03;5,66;35,1;1968,71;5,46;747,58;22,36;105535,75;41,77;5896,67;
1968,1;103,8;3,04;5,69;35,3;1968,79;5,58;761,68;22,33;107790,31;41,78;5912,19;
1968,11;105,4;3,06;5,73;35,4;1968,87;5,7;771,24;22,37;109406,4;41,9;5944,35;
1968,12;106,5;3,07;5,76;35,5;1968,96;6,03;777,09;22,4;110501,61;42,03;5976,43;
1969,01;102;3,08;5,78;35,6;1969,04;6,04;742,17;22,41;105800,81;42,06;5995,38;
1969,02;101,5;3,09;5,8;35,8;1969,12;6,19;734,4;22,36;104959,61;41,97;5997,69;
1969,03;99,3;3,1;5,82;36,1;1969,21;6,3;712,52;22,24;102096,21;41,76;5983,89;
1969,04;101,3;3,11;5,83;36,3;1969,29;6,17;722,86;22,19;103843,68;41,58;5972,98;
1969,05;104,6;3,12;5,83;36,4;1969,37;6,32;744,36;22,2;107197,77;41,51;5978,2;
1969,06;99,14;3,13;5,84;36,6;1969,46;6,57;701,65;22,15;101312,81;41,33;5967,99;
1969,07;94,71;3,14;5,86;36,8;1969,54;6,72;666,65;22,08;96525,38;41,22;5968,93;
1969,08;94,18;3,14;5,87;37;1969,62;6,69;659,34;22,01;95731,9;41,12;5970,11;
1969,09;94,51;3,15;5,89;37,1;1969,71;7,16;659,87;21,99;96074,51;41,12;5987,5;
1969,1;95,52;3,15;5,85;37,3;1969,79;7,1;663,34;21,9;96846,27;40,65;5934,6;
1969,11;96,21;3,16;5,82;37,5;1969,87;7,14;664,57;21,8;97290,89;40,18;5882,02;
1969,12;91,11;3,16;5,78;37,7;1969,96;7,65;626;21,71;91909,7;39,71;5830,73;
1970,01;90,31;3,16;5,73;37,8;1970,04;7,79;618,87;21,68;91126,89;39,27;5781,83;
1970,02;87,16;3,17;5,68;38;1970,12;7,24;594,14;21,59;87750,38;38,72;5718,47;
1970,03;88,65;3,17;5,63;38,2;1970,21;7,07;601,13;21,5;89047,76;38,18;5655,26;
1970,04;85,95;3,17;5,59;38,5;1970,29;7,39;578,28;21,35;85926,46;37,63;5591,8;
1970,05;76,06;3,18;5,56;38,6;1970,37;7,91;510,41;21,32;76106,14;37,29;5560,04;
1970,06;75,59;3,18;5,52;38,8;1970,46;7,84;504,64;21,23;75509,77;36,85;5514,14;
1970,07;75,72;3,18;5,47;39;1970,54;7,46;502,92;21,14;75515,38;36,31;5451,9;
1970,08;77,92;3,19;5,41;39;1970,62;7,53;517,53;21,17;77974,27;35,95;5417,1;
1970,09;82,58;3,19;5,36;39,2;1970,71;7,39;545,68;21,08;82480,56;35,42;5353,55;
1970,1;84,37;3,17;5,28;39,4;1970,79;7,33;554,68;20,86;84103,43;34,73;5266,64;
1970,11;84,28;3,16;5,21;39,6;1970,87;6,84;551,29;20,65;83850,3;34,06;5180,12;
1970,12;90,05;3,14;5,13;39,8;1970,96;6,39;586,08;20,44;89399,7;33,39;5092,95;
1971,01;93,49;3,13;5,16;39,8;1971,04;6,24;608,46;20,37;93073,81;33,58;5137,03;
1971,02;97,11;3,12;5,19;39,9;1971,12;6,11;630,44;20,26;96693,59;33,69;5167,75;
1971,03;99,6;3,11;5,22;40;1971,21;5,7;644,99;20,14;99182,39;33,8;5198,11;
1971,04;103;3,11;5,25;40,1;1971,29;5,83;665,34;20,07;102569,51;33,93;5231,37;
1971,05;101,6;3,1;5,29;40,3;1971,37;6,39;653,04;19,95;100929,51;33,98;5251,78;
1971,06;99,72;3,1;5,32;40,6;1971,46;6,52;636,22;19,78;98584,66;33,94;5259,43;
1971,07;99;3,1;5,36;40,7;1971,54;6,73;630,08;19,71;97886,88;34,09;5296,44;
1971,08;97,24;3,09;5,39;40,8;1971,62;6,58;617,36;19,64;96165,27;34,24;5333,72;
1971,09;99,4;3,09;5,43;40,8;1971,71;6,14;631,07;19,62;98556,05;34,47;5383,9;
1971,1;97,29;3,08;5,52;40,9;1971,79;5,93;616,17;19,53;96482,25;34,96;5474,17;
1971,11;92,78;3,08;5,61;40,9;1971,87;5,81;587,6;19,49;92263,95;35,53;5578,8;
1971,12;99,17;3,07;5,7;41,1;1971,96;5,93;625,02;19,35;98391,69;35,92;5655,26;
1972,01;103,3;3,07;5,74;41,1;1972,04;5,95;651,05;19,35;102743,1;36,16;5705,74;
1972,02;105,2;3,07;5,77;41,3;1972,12;6,08;659,81;19,25;104379,38;36,21;5728,29;
1972,03;107,7;3,07;5,81;41,4;1972,21;6,07;673,86;19,21;106854,99;36,35;5764,41;
1972,04;108,8;3,07;5,86;41,5;1972,29;6,19;679,1;19,16;107939,46;36,6;5816,95;
1972,05;107,7;3,07;5,92;41,6;1972,37;6,13;670,62;19,12;106844,52;36,84;5869,67;
1972,06;108;3,07;5,97;41,7;1972,46;6,11;670,87;19,07;107138,39;37,08;5922,37;
1972,07;107,2;3,07;6,03;41,9;1972,54;6,11;662,72;19;106090,02;37,26;5964,27;
1972,08;111;3,08;6,08;42;1972,62;6,21;684,58;18,98;109842,25;37,52;6019,88;
1972,09;109,4;3,08;6,14;42,1;1972,71;6,55;673,11;18,95;108255,18;37,78;6075,75;
1972,1;109,6;3,1;6,23;42,3;1972,79;6,48;671,15;19;108195;38,17;6153,42;
