Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;
1893,09;4,37;0,25;0,29;7,23;1893,71;3,72;156,54;8,87;538,76;10,30;35,44;
1893,1;4,50;0,25;0,28;7,33;1893,79;3,71;159,11;8,78;550,10;9,84;34,02;
1893,11;4,57;0,25;0,27;7,14;1893,87;3,71;165,89;9,05;576,16;9,77;33,94;
1893,12;4,41;0,25;0,26;7,04;1893,96;3,70;162,24;9,20;566,16;9,57;33,38;
1894,01;4,32;0,25;0,25;6,85;1894,04;3,70;163,35;9,33;572,73;9,52;33,37;
1894,02;4,38;0,24;0,24;6,76;1894,12;3,68;167,95;9,33;591,59;9,33;32,86;
1894,03;4,51;0,24;0,24;6,57;1894,21;3,66;177,95;9,47;629,58;9,27;32,81;
1894,04;4,57;0,24;0,23;6,57;1894,29;3,64;180,31;9,34;640,71;8,94;31,78;
1894,05;4,40;0,23;0,22;6,57;1894,37;3,62;173,61;9,21;619,60;8,61;30,74;
1894,06;4,34;0,23;0,21;6,57;1894,46;3,60;171,24;9,07;613,85;8,29;29,70;
1894,07;4,25;0,23;0,20;6,57;1894,54;3,58;167,69;8,94;603,79;7,96;28,66;
1894,08;4,41;0,22;0,19;6,76;1894,62;3,56;169,10;8,56;611,45;7,41;26,80;
1894,09;4,48;0,22;0,19;6,85;1894,71;3,54;169,40;8,32;615,03;7,00;25,40;
1894,1;4,34;0,22;0,18;6,66;1894,79;3,52;168,79;8,43;615,38;6,87;25,05;
1894,11;4,34;0,21;0,17;6,66;1894,87;3,50;168,79;8,30;617,91;6,55;23,96;
1894,12;4,30;0,21;0,16;6,57;1894,96;3,48;169,66;8,29;623,61;6,31;23,20;
1895,01;4,25;0,21;0,17;6,57;1895,04;3,46;167,69;8,22;618,88;6,61;24,39;
1895,02;4,19;0,21;0,18;6,57;1895,12;3,47;165,32;8,16;612,65;6,90;25,59;
1895,03;4,19;0,21;0,18;6,57;1895,21;3,48;165,32;8,09;615,15;7,20;26,79;
1895,04;4,37;0,20;0,19;6,85;1895,29;3,50;165,24;7,69;617,22;7,18;26,84;
1895,05;4,61;0,20;0,20;6,95;1895,37;3,51;171,93;7,52;644,54;7,37;27,61;
1895,06;4,70;0,20;0,21;7,04;1895,46;3,52;172,91;7,36;650,55;7,54;28,37;
1895,07;4,72;0,20;0,21;6,95;1895,54;3,53;176,03;7,40;664,58;7,93;29,92;
1895,08;4,79;0,20;0,22;6,85;1895,62;3,54;181,12;7,44;686,15;8,32;31,51;
1895,09;4,82;0,20;0,23;6,85;1895,71;3,55;182,25;7,37;692,77;8,60;32,70;
1895,1;4,75;0,19;0,24;6,85;1895,79;3,57;179,61;7,31;685,02;8,89;33,89;
1895,11;4,59;0,19;0,24;6,85;1895,87;3,58;173,56;7,25;664,25;9,17;35,09;
1895,12;4,32;0,19;0,25;6,76;1895,96;3,59;165,65;7,29;636,31;9,59;36,82;
1896,01;4,27;0,19;0,25;6,66;1896,04;3,60;166,07;7,36;640,28;9,59;36,99;
1896,02;4,45;0,19;0,24;6,57;1896,12;3,58;175,58;7,43;679,33;9,60;37,14;
1896,03;4,38;0,19;0,24;6,57;1896,21;3,57;172,82;7,40;671,03;9,47;36,77;
1896,04;4,42;0,19;0,24;6,47;1896,29;3,55;176,96;7,47;689,54;9,48;36,93;
1896,05;4,40;0,19;0,23;6,37;1896,37;3,53;178,79;7,55;699,11;9,48;37,07;
1896,06;4,32;0,19;0,23;6,28;1896,46;3,52;178,20;7,63;699,29;9,49;37,23;
1896,07;4,04;0,18;0,23;6,28;1896,54;3,50;166,65;7,60;656,45;9,35;36,84;
1896,08;3,81;0,18;0,22;6,28;1896,62;3,48;157,16;7,56;621,56;9,21;36,43;
1896,09;4,01;0,18;0,22;6,28;1896,71;3,47;165,41;7,53;656,67;9,07;36,03;
1896,1;4,10;0,18;0,22;6,47;1896,79;3,45;164,15;7,27;654,07;8,68;34,57;
1896,11;4,38;0,18;0,21;6,66;1896,87;3,43;170,35;7,03;681,11;8,30;33,17;
1896,12;4,22;0,18;0,21;6,66;1896,96;3,42;164,13;7,00;658,56;8,17;32,77;
1897,01;4,22;0,18;0,22;6,47;1897,04;3,40;168,95;7,21;680,34;8,74;35,19;
1897,02;4,18;0,18;0,23;6,47;1897,12;3,40;167,35;7,21;676,31;9,08;36,68;
1897,03;4,19;0,18;0,24;6,47;1897,21;3,39;167,75;7,21;680,35;9,41;38,16;
1897,04;4,06;0,18;0,24;6,37;1897,29;3,39;164,97;7,31;671,55;9,89;40,24;
1897,05;4,08;0,18;0,25;6,28;1897,37;3,38;168,30;7,42;687,61;10,38;42,42;
1897,06;4,27;0,18;0,26;6,28;1897,46;3,38;176,14;7,42;722,15;10,72;43,97;
1897,07;4,46;0,18;0,27;6,28;1897,54;3,38;183,97;7,42;756,82;11,07;45,53;
1897,08;4,75;0,18;0,28;6,57;1897,62;3,37;187,42;7,10;773,42;10,92;45,05;
1897,09;4,98;0,18;0,29;6,76;1897,71;3,37;190,96;6,90;790,41;10,93;45,23;
1897,1;4,82;0,18;0,29;6,66;1897,79;3,36;187,46;7,00;778,36;11,41;47,36;
1897,11;4,65;0,18;0,30;6,66;1897,87;3,36;180,85;7,00;753,33;11,73;48,88;
1897,12;4,75;0,18;0,31;6,66;1897,96;3,35;184,74;7,00;771,96;12,06;50,38;
1898,01;4,88;0,18;0,31;6,66;1898,04;3,35;189,80;7,07;795,54;12,19;51,07;
1898,02;4,87;0,18;0,32;6,76;1898,12;3,33;186,74;7,03;785,19;12,14;51,06;
1898,03;4,65;0,19;0,32;6,76;1898,21;3,31;178,30;7,09;752,20;12,27;51,76;
1898,04;4,57;0,19;0,32;6,76;1898,29;3,29;175,24;7,16;741,78;12,40;52,48;
1898,05;4,87;0,19;0,33;7,23;1898,37;3,27;174,45;6,75;740,85;11,70;49,70;
1898,06;5,06;0,19;0,33;6,76;1898,46;3,25;194,02;7,29;826,54;12,65;53,90;
1898,07;5,08;0,19;0,33;6,66;1898,54;3,23;197,57;7,46;844,30;12,96;55,40;
1898,08;5,27;0,19;0,34;6,66;1898,62;3,20;204,96;7,52;878,56;13,10;56,13;
1898,09;5,26;0,20;0,34;6,66;1898,71;3,18;204,57;7,58;879,60;13,22;56,86;
1898,1;5,15;0,20;0,34;6,66;1898,79;3,16;200,30;7,65;863,95;13,35;57,59;
1898,11;5,32;0,20;0,35;6,66;1898,87;3,14;206,91;7,71;895,24;13,48;58,34;
1898,12;5,65;0,20;0,35;6,76;1898,96;3,12;216,65;7,67;940,14;13,42;58,24;
1899,01;6,08;0,20;0,36;6,76;1899,04;3,10;233,14;7,70;1014,48;13,83;60,20;
1899,02;6,31;0,20;0,37;6,95;1899,12;3,10;235,33;7,52;1026,74;13,86;60,48;
1899,03;6,40;0,20;0,38;6,95;1899,21;3,11;238,68;7,55;1044,13;14,27;62,40;
1899,04;6,48;0,20;0,39;7,04;1899,29;3,11;238,40;7,48;1045,62;14,47;63,46;
1899,05;6,21;0,20;0,40;7,04;1899,37;3,12;228,47;7,51;1004,80;14,87;65,40;
1899,06;6,07;0,21;0,42;7,14;1899,46;3,12;220,34;7,44;971,78;15,06;66,44;
1899,07;6,28;0,21;0,43;7,23;1899,54;3,13;224,96;7,37;994,88;15,25;67,46;
1899,08;6,44;0,21;0,44;7,33;1899,62;3,13;227,70;7,31;1009,67;15,44;68,47;
1899,09;6,37;0,21;0,45;7,61;1899,71;3,13;216,78;7,06;963,85;15,23;67,71;
1899,1;6,34;0,21;0,46;7,71;1899,79;3,14;213,09;7,00;950,07;15,40;68,68;
1899,11;6,46;0,21;0,47;7,80;1899,87;3,14;214,48;6,95;958,82;15,58;69,64;
1899,12;6,02;0,21;0,48;7,90;1899,96;3,15;197,46;6,89;885,32;15,74;70,59;
1900,01;6,10;0,22;0,48;7,90;1900,04;3,15;200,09;7,13;899,75;15,74;70,80;
1900,02;6,21;0,23;0,48;7,99;1900,12;3,15;201,27;7,29;907,80;15,56;70,17;
1900,03;6,26;0,23;0,48;7,99;1900,21;3,14;202,89;7,54;917,94;15,56;70,39;
1900,04;6,34;0,24;0,48;7,99;1900,29;3,14;205,48;7,78;932,61;15,56;70,61;
1900,05;6,04;0,25;0,48;7,80;1900,37;3,13;200,53;8,22;913,25;15,94;72,58;
1900,06;5,86;0,26;0,48;7,71;1900,46;3,13;196,96;8,57;900,23;16,13;73,74;
1900,07;5,86;0,26;0,48;7,80;1900,54;3,13;194,56;8,72;892,57;15,94;73,11;
1900,08;5,94;0,27;0,48;7,71;1900,62;3,12;199,65;9,07;919,40;16,13;74,29;
1900,09;5,80;0,28;0,48;7,80;1900,71;3,12;192,57;9,21;890,31;15,94;73,68;
1900,1;6,01;0,29;0,48;7,71;1900,79;3,11;202,00;9,58;937,63;16,13;74,89;
1900,11;6,48;0,29;0,48;7,71;1900,87;3,11;217,80;9,83;1014,76;16,13;75,17;
1900,12;6,87;0,30;0,48;7,61;1900,96;3,10;233,79;10,21;1093,24;16,33;76,38;
1901,01;7,07;0,30;0,48;7,71;1901,04;3,10;237,63;10,14;1115,13;16,19;75,98;
1901,02;7,25;0,30;0,48;7,61;1901,12;3,11;246,72;10,32;1161,85;16,45;77,45;
1901,03;7,51;0,31;0,49;7,61;1901,21;3,11;255,57;10,38;1207,59;16,50;77,99;
1901,04;8,14;0,31;0,49;7,52;1901,29;3,12;280,52;10,57;1329,63;16,77;79,50;
1901,05;7,73;0,31;0,49;7,52;1901,37;3,13;266,39;10,62;1266,85;16,83;80,03;
1901,06;8,50;0,31;0,49;7,52;1901,46;3,13;292,92;10,68;1397,28;16,89;80,55;
1901,07;7,93;0,31;0,49;7,61;1901,54;3,14;269,87;10,61;1291,50;16,73;80,08;
1901,08;8,04;0,31;0,49;7,71;1901,62;3,15;270,23;10,53;1297,45;16,58;79,61;
1901,09;8,00;0,32;0,50;7,80;1901,71;3,15;265,61;10,46;1279,43;16,43;79,16;
1901,1;7,91;0,32;0,50;7,80;1901,79;3,16;262,62;10,51;1269,26;16,49;79,70;
1901,11;8,08;0,32;0,50;7,90;1901,87;3,17;265,03;10,44;1285,12;16,34;79,25;
1901,12;7,95;0,32;0,50;7,99;1901,96;3,17;257,66;10,37;1253,59;16,21;78,84;
1902,01;8,12;0,32;0,51;7,90;1902,04;3,18;266,34;10,52;1300,08;16,75;81,78;
1902,02;8,19;0,32;0,52;7,90;1902,12;3,19;268,64;10,55;1315,58;17,11;83,80;
1902,03;8,20;0,32;0,53;7,90;1902,21;3,20;268,97;10,58;1321,51;17,47;85,82;
1902,04;8,48;0,32;0,54;7,99;1902,29;3,21;274,84;10,48;1354,65;17,61;86,79;
1902,05;8,46;0,32;0,55;8,09;1902,37;3,22;270,97;10,38;1339,82;17,75;87,77;
1902,06;8,41;0,33;0,57;8,18;1902,46;3,23;266,23;10,29;1320,66;17,89;88,72;
1902,07;8,60;0,33;0,58;8,18;1902,54;3,24;272,25;10,31;1354,76;18,23;90,71;
1902,08;8,83;0,33;0,59;8,09;1902,62;3,25;282,82;10,46;1411,69;18,79;93,80;
1902,09;8,85;0,33;0,60;8,18;1902,71;3,26;280,16;10,37;1402,75;18,91;94,71;
1902,1;8,57;0,33;0,61;8,75;1902,79;3,27;253,60;9,72;1273,83;18,00;90,42;
1902,11;8,24;0,33;0,62;8,47;1902,87;3,28;252,06;10,07;1270,29;18,94;95,46;
1902,12;8,05;0,33;0,63;8,56;1902,96;3,29;243,51;9,98;1231,40;19,06;96,37;
1903,01;8,46;0,33;0,62;8,66;1903,04;3,30;253,10;9,92;1284,07;18,60;94,36;
1903,02;8,41;0,33;0,61;8,66;1903,12;3,31;251,60;9,97;1280,70;18,35;93,40;
1903,03;8,08;0,34;0,61;8,37;1903,21;3,32;249,97;10,36;1276,79;18,72;95,60;
1903,04;7,75;0,34;0,60;8,37;1903,29;3,33;239,76;10,42;1229,07;18,46;94,63;
1903,05;7,60;0,34;0,59;8,18;1903,37;3,33;240,59;10,71;1237,90;18,62;95,82;
1903,06;7,18;0,34;0,58;8,18;1903,46;3,34;227,30;10,76;1174,10;18,36;94,84;
1903,07;6,85;0,34;0,57;8,18;1903,54;3,35;216,85;10,82;1124,79;18,10;93,88;
1903,08;6,63;0,34;0,56;8,18;1903,62;3,36;209,88;10,87;1093,37;17,83;92,89;
1903,09;6,47;0,35;0,56;8,28;1903,71;3,37;202,46;10,80;1059,40;17,37;90,88;
1903,1;6,26;0,35;0,55;8,18;1903,79;3,38;198,17;10,98;1041,72;17,31;90,98;
1903,11;6,28;0,35;0,54;8,09;1903,87;3,38;201,14;11,16;1062,23;17,24;91,05;
1903,12;6,57;0,35;0,53;8,09;1903,96;3,39;210,43;11,21;1116,22;16,98;90,04;
1904,01;6,68;0,35;0,53;8,28;1904,04;3,40;209,04;10,85;1113,61;16,48;87,81;
1904,02;6,50;0,34;0,52;8,47;1904,12;3,41;198,83;10,50;1063,92;16,01;85,65;
1904,03;6,48;0,34;0,52;8,37;1904,21;3,41;200,47;10,52;1077,38;16,09;86,46;
1904,04;6,64;0,34;0,52;8,28;1904,29;3,42;207,78;10,54;1121,39;16,17;87,26;
1904,05;6,50;0,33;0,51;8,09;1904,37;3,43;208,19;10,68;1128,38;16,44;89,11;
1904,06;6,51;0,33;0,51;8,09;1904,46;3,43;208,51;10,57;1134,89;16,33;88,91;
1904,07;6,78;0,33;0,51;8,09;1904,54;3,44;217,16;10,46;1186,71;16,23;88,69;
1904,08;7,01;0,32;0,50;8,18;1904,62;3,45;221,91;10,23;1217,36;15,93;87,40;
1904,09;7,32;0,32;0,50;8,28;1904,71;3,45;229,06;10,01;1261,16;15,65;86,14;
1904,1;7,75;0,32;0,50;8,28;1904,79;3,46;242,52;9,91;1339,79;15,54;85,87;
1904,11;8,17;0,31;0,49;8,47;1904,87;3,47;249,92;9,58;1385,08;15,09;83,63;
1904,12;8,25;0,31;0,49;8,47;1904,96;3,47;252,37;9,48;1403,02;14,99;83,33;
1905,01;8,43;0,31;0,51;8,47;1905,04;3,48;257,87;9,53;1438,05;15,45;86,15;
1905,02;8,80;0,31;0,52;8,47;1905,12;3,48;269,19;9,58;1505,62;15,91;88,97;
1905,03;9,05;0,32;0,54;8,37;1905,21;3,47;279,98;9,75;1570,52;16,55;92,84;
1905,04;8,94;0,32;0,55;8,37;1905,29;3,47;276,58;9,80;1556,01;17,02;95,73;
1905,05;8,50;0,32;0,57;8,28;1905,37;3,46;265,99;9,96;1501,10;17,68;99,78;
1905,06;8,60;0,32;0,58;8,28;1905,46;3,46;269,12;10,01;1523,47;18,15;102,75;
1905,07;8,87;0,32;0,60;8,28;1905,54;3,46;277,57;10,07;1576,05;18,62;105,72;
1905,08;9,20;0,32;0,61;8,37;1905,62;3,45;284,62;10,00;1620,84;18,87;107,47;
1905,09;9,23;0,33;0,63;8,28;1905,71;3,45;288,83;10,17;1649,65;19,56;111,70;
1905,1;9,36;0,33;0,64;8,28;1905,79;3,44;292,90;10,22;1677,75;20,03;114,72;
1905,11;9,31;0,33;0,66;8,37;1905,87;3,44;288,02;10,16;1654,67;20,26;116,41;
1905,12;9,54;0,33;0,67;8,47;1905,96;3,43;291,83;10,09;1681,34;20,50;118,08;
1906,01;9,87;0,34;0,68;8,47;1906,04;3,43;301,92;10,27;1744,43;20,72;119,74;
1906,02;9,80;0,34;0,69;8,47;1906,12;3,45;299,78;10,45;1737,09;20,95;121,42;
1906,03;9,56;0,35;0,69;8,47;1906,21;3,47;292,44;10,63;1699,68;21,18;123,12;
1906,04;9,43;0,35;0,70;8,47;1906,29;3,49;288,46;10,81;1681,80;21,41;124,84;
1906,05;9,18;0,36;0,71;8,56;1906,37;3,51;277,69;10,87;1624,30;21,40;125,18;
1906,06;9,30;0,37;0,72;8,56;1906,46;3,53;281,32;11,04;1650,92;21,63;126,93;
1906,07;9,06;0,37;0,72;8,28;1906,54;3,55;283,51;11,60;1669,44;22,61;133,13;
1906,08;9,73;0,38;0,73;8,47;1906,62;3,57;297,64;11,52;1758,27;22,33;131,92;
1906,09;10,03;0,38;0,74;8,56;1906,71;3,59;303,41;11,57;1798,04;22,31;132,21;
1906,1;9,73;0,39;0,75;8,75;1906,79;3,61;287,93;11,49;1712,01;22,05;131,08;
1906,11;9,93;0,39;0,75;8,85;1906,87;3,63;290,69;11,54;1734,14;22,03;131,41;
1906,12;9,84;0,40;0,76;8,94;1906,96;3,65;284,99;11,59;1705,90;22,01;131,76;
1907,01;9,56;0,40;0,75;8,85;1907,04;3,67;279,86;11,81;1681,07;22,01;132,18;
1907,02;9,26;0,41;0,74;9,04;1907,12;3,69;265,37;11,66;1599,86;21,30;128,42;
1907,03;8,35;0,41;0,74;8,94;1907,21;3,70;241,84;11,87;1463,96;21,29;128,86;
1907,04;8,39;0,41;0,73;8,94;1907,29;3,72;243,00;11,97;1477,01;21,05;127,93;
1907,05;8,10;0,42;0,72;9,13;1907,37;3,74;229,71;11,82;1402,23;20,37;124,35;
1907,06;7,84;0,42;0,71;9,23;1907,46;3,75;220,04;11,79;1349,23;19,93;122,19;
1907,07;8,14;0,42;0,70;9,23;1907,54;3,77;228,46;11,88;1406,93;19,69;121,28;
1907,08;7,53;0,43;0,69;9,23;1907,62;3,79;211,34;11,98;1307,64;19,46;120,40;
1907,09;7,45;0,43;0,69;9,23;1907,71;3,80;209,10;12,07;1299,97;19,23;119,53;
1907,1;6,64;0,43;0,68;9,32;1907,79;3,82;184,46;12,04;1153,04;18,80;117,51;
1907,11;6,25;0,44;0,67;8,94;1907,87;3,84;181,02;12,65;1138,09;19,36;121,69;
1907,12;6,57;0,44;0,66;8,75;1907,96;3,85;194,42;13,02;1229,19;19,53;123,48;
1908,01;6,85;0,44;0,65;8,66;1908,04;3,87;204,93;13,06;1302,54;19,54;124,23;
1908,02;6,60;0,43;0,65;8,56;1908,12;3,86;199,65;13,11;1275,89;19,56;125,02;
1908,03;6,87;0,43;0,64;8,56;1908,21;3,85;207,82;13,01;1335,02;19,36;124,37;
1908,04;7,24;0,43;0,63;8,66;1908,29;3,84;216,60;12,77;1398,29;18,95;122,31;
1908,05;7,63;0,42;0,63;8,66;1908,37;3,83;228,27;12,66;1480,42;18,75;121,60;
1908,06;7,64;0,42;0,62;8,66;1908,46;3,82;228,57;12,57;1489,15;18,55;120,85;
1908,07;7,92;0,42;0,61;8,75;1908,54;3,82;234,37;12,33;1533,64;18,15;118,76;
1908,08;8,26;0,41;0,61;8,75;1908,62;3,81;244,43;12,23;1606,15;17,95;117,97;
1908,09;8,17;0,41;0,60;8,75;1908,71;3,80;241,77;12,13;1595,29;17,76;117,16;
1908,1;8,27;0,41;0,59;8,85;1908,79;3,79;242,10;11,91;1604,01;17,37;115,07;
1908,11;8,83;0,40;0,59;8,94;1908,87;3,78;255,74;11,68;1700,85;16,99;113,01;
1908,12;9,03;0,40;0,58;9,04;1908,96;3,77;258,78;11,46;1727,42;16,62;110,95;
1909,01;9,06;0,40;0,60;8,94;1909,04;3,76;262,40;11,68;1758,10;17,23;115,46;
1909,02;8,80;0,41;0,61;9,04;1909,12;3,77;252,19;11,66;1696,17;17,48;117,58;
1909,03;8,92;0,41;0,63;9,04;1909,21;3,79;255,63;11,75;1725,89;17,91;120,93;
1909,04;9,32;0,41;0,64;9,23;1909,29;3,80;261,58;11,60;1772,63;17,96;121,73;
1909,05;9,63;0,42;0,66;9,32;1909,37;3,81;267,53;11,58;1819,44;18,20;123,75;
1909,06;9,80;0,42;0,67;9,42;1909,46;3,82;269,50;11,55;1839,40;18,42;125,75;
1909,07;9,94;0,42;0,69;9,42;1909,54;3,84;273,35;11,64;1872,29;18,84;129,03;
1909,08;10,18;0,43;0,70;9,51;1909,62;3,85;277,15;11,62;1904,95;19,06;130,99;
1909,09;10,19;0,43;0,72;9,61;1909,71;3,86;274,67;11,59;1894,60;19,27;132,94;
1909,1;10,23;0,43;0,73;9,80;1909,79;3,87;270,40;11,45;1871,68;19,30;133,56;
1909,11;10,18;0,44;0,75;9,90;1909,87;3,89;266,49;11,43;1851,21;19,50;135,48;
1909,12;10,30;0,44;0,76;9,99;1909,96;3,90;267,06;11,41;1861,79;19,71;137,38;
1910,01;10,08;0,44;0,76;9,90;1910,04;3,91;263,87;11,58;1846,28;19,83;138,75;
1910,02;9,72;0,45;0,76;9,90;1910,12;3,92;254,45;11,65;1787,13;19,76;138,82;
1910,03;9,96;0,45;0,75;10,09;1910,21;3,92;255,81;11,49;1803,44;19,33;136,25;
1910,04;9,72;0,45;0,75;10,18;1910,29;3,93;247,31;11,45;1750,26;19,08;135,05;
1910,05;9,56;0,45;0,75;9,99;1910,37;3,93;247,87;11,73;1761,15;19,38;137,71;
1910,06;9,10;0,46;0,75;9,90;1910,46;3,94;238,22;11,91;1699,58;19,50;139,14;
1910,07;8,64;0,46;0,74;9,90;1910,54;3,95;226,17;11,98;1620,79;19,44;139,29;
1910,08;8,85;0,46;0,74;9,80;1910,62;3,95;233,92;12,16;1683,57;19,56;140,77;
1910,09;8,91;0,46;0,74;9,70;1910,71;3,96;237,82;12,34;1719,01;19,68;142,29;
1910,1;9,32;0,47;0,74;9,42;1910,79;3,96;256,30;12,79;1860,30;20,21;146,71;
1910,11;9,31;0,47;0,73;9,23;1910,87;3,97;261,30;13,12;1904,56;20,56;149,85;
1910,12;9,05;0,47;0,73;9,23;1910,96;3,97;254,01;13,19;1859,38;20,49;149,98;
1911,01;9,27;0,47;0,72;9,23;1911,04;3,98;260,18;13,19;1912,63;20,16;148,20;
1911,02;9,43;0,47;0,71;8,94;1911,12;3,98;273,12;13,61;2016,07;20,47;151,09;
1911,03;9,32;0,47;0,70;9,04;1911,21;3,99;267,09;13,47;1979,86;19,92;147,64;
1911,04;9,28;0,47;0,68;8,75;1911,29;3,99;274,61;13,91;2044,23;20,22;150,52;
1911,05;9,48;0,47;0,67;8,75;1911,37;3,99;280,53;13,91;2096,92;19,88;148,58;
1911,06;9,67;0,47;0,66;8,75;1911,46;3,99;286,15;13,91;2147,61;19,53;146,58;
1911,07;9,63;0,47;0,65;8,85;1911,54;4,00;281,91;13,76;2124,35;18,98;143,01;
1911,08;9,17;0,47;0,64;9,13;1911,62;4,00;260,05;13,33;1968,02;18,06;136,65;
1911,09;8,67;0,47;0,63;9,23;1911,71;4,00;243,34;13,19;1849,86;17,54;133,35;
1911,1;8,72;0,47;0,61;9,23;1911,79;4,00;244,74;13,19;1868,88;17,21;131,44;
1911,11;9,07;0,47;0,60;9,13;1911,87;4,01;257,22;13,33;1972,61;17,06;130,86;
1911,12;9,11;0,47;0,59;9,04;1911,96;4,01;261,07;13,47;2010,78;16,91;130,23;
1912,01;9,12;0,47;0,60;9,13;1912,04;4,01;258,63;13,35;2000,58;16,99;131,44;
1912,02;9,04;0,47;0,61;9,23;1912,12;4,05;253,72;13,24;1971,14;17,07;132,64;
1912,03;9,30;0,47;0,62;9,42;1912,21;4,08;255,75;12,99;1995,27;16,98;132,48;
1912,04;9,59;0,47;0,63;9,70;1912,29;4,12;255,97;12,63;2005,19;16,73;131,04;
1912,05;9,58;0,47;0,64;9,70;1912,37;4,16;255,70;12,66;2011,36;16,97;133,49;
1912,06;9,58;0,48;0,65;9,61;1912,46;4,19;258,23;12,80;2039,67;17,39;137,33;
1912,07;9,59;0,48;0,65;9,61;1912,54;4,23;258,50;12,83;2050,24;17,63;139,86;
1912,08;9,81;0,48;0,66;9,70;1912,62;4,27;261,84;12,72;2085,12;17,70;140,98;
1912,09;9,86;0,48;0,67;9,80;1912,71;4,30;260,62;12,62;2083,77;17,78;142,12;
1912,1;9,84;0,48;0,68;9,80;1912,79;4,34;260,09;12,64;2087,97;18,02;144,65;
1912,11;9,73;0,48;0,69;9,80;1912,87;4,38;257,18;12,67;2073,10;18,26;147,18;
1912,12;9,38;0,48;0,70;9,70;1912,96;4,41;250,36;12,81;2026,73;18,68;151,25;
1913,01;9,30;0,48;0,69;9,80;1913,04;4,45;245,82;12,69;1998,49;18,35;149,18;
1913,02;8,97;0,48;0,69;9,80;1913,12;4,43;237,09;12,69;1936,17;18,19;148,57;
1913,03;8,80;0,48;0,68;9,80;1913,21;4,40;232,60;12,69;1908,11;18,04;147,99;
1913,04;8,79;0,48;0,68;9,80;1913,29;4,38;232,34;12,69;1914,62;17,89;147,40;
1913,05;8,55;0,48;0,67;9,70;1913,37;4,35;228,32;12,82;1890,35;17,91;148,31;
1913,06;8,12;0,48;0,67;9,80;1913,46;4,33;214,63;12,69;1785,71;17,58;146,24;
1913,07;8,23;0,48;0,66;9,90;1913,54;4,31;215,34;12,56;1800,33;17,25;144,20;
1913,08;8,45;0,48;0,65;9,90;1913,62;4,28;221,09;12,56;1857,20;17,09;143,59;
1913,09;8,53;0,48;0,65;10,00;1913,71;4,26;220,95;12,43;1864,74;16,77;141,55;
1913,1;8,26;0,48;0,64;10,00;1913,79;4,23;213,96;12,43;1814,46;16,62;140,96;
1913,11;8,05;0,48;0,64;10,10;1913,87;4,21;206,46;12,31;1759,52;16,31;138,97;
1913,12;8,04;0,48;0,63;10,00;1913,96;4,18;208,26;12,43;1783,74;16,32;139,77;
1914,01;8,37;0,48;0,62;10,00;1914,04;4,16;216,81;12,30;1865,73;16,08;138,38;
1914,02;8,48;0,47;0,61;9,90;1914,12;4,17;221,88;12,30;1918,17;16,01;138,37;
1914,03;8,32;0,47;0,60;9,90;1914,21;4,17;217,69;12,17;1890,74;15,76;136,92;
1914,04;8,12;0,46;0,59;9,80;1914,29;4,18;214,63;12,16;1872,92;15,68;136,85;
1914,05;8,17;0,46;0,58;9,90;1914,37;4,19;213,77;11,90;1874,07;15,29;134,01;
1914,06;8,13;0,45;0,58;9,90;1914,46;4,19;212,72;11,77;1873,50;15,04;132,50;
1914,07;7,68;0,45;0,57;10,00;1914,54;4,20;198,94;11,53;1760,56;14,66;129,70;
1914,08;7,68;0,44;0,56;10,20;1914,62;4,21;195,04;11,17;1734,28;14,14;125,71;
1914,09;7,68;0,44;0,55;10,20;1914,71;4,21;195,04;11,05;1742,47;13,90;124,22;
1914,1;7,68;0,43;0,54;10,10;1914,79;4,22;196,97;11,03;1767,93;13,81;123,92;
1914,11;7,68;0,43;0,53;10,20;1914,87;4,23;195,04;10,79;1758,67;13,44;121,18;
1914,12;7,35;0,42;0,52;10,10;1914,96;4,23;188,50;10,77;1707,86;13,34;120,83;
1915,01;7,48;0,42;0,55;10,10;1915,04;4,24;191,84;10,79;1746,22;14,11;128,40;
1915,02;7,38;0,42;0,58;10,00;1915,12;4,22;191,17;10,92;1748,39;15,02;137,41;
1915,03;7,57;0,42;0,61;9,90;1915,21;4,21;198,07;11,05;1819,94;15,96;146,65;
1915,04;8,14;0,42;0,64;10,00;1915,29;4,19;210,85;10,96;1945,80;16,58;152,99;
1915,05;7,95;0,42;0,67;10,10;1915,37;4,18;203,89;10,88;1889,94;17,18;159,28;
1915,06;8,04;0,43;0,70;10,10;1915,46;4,16;206,20;10,90;1919,75;17,95;167,14;
1915,07;8,01;0,43;0,73;10,10;1915,54;4,15;205,43;10,92;1921,06;18,72;175,08;
1915,08;8,35;0,43;0,76;10,10;1915,62;4,13;214,15;10,94;2011,13;19,49;183,05;
1915,09;8,66;0,43;0,79;10,10;1915,71;4,11;222,10;10,96;2094,38;20,26;191,06;
1915,1;9,14;0,43;0,82;10,20;1915,79;4,10;232,11;10,88;2197,34;20,82;197,14;
1915,11;9,46;0,43;0,85;10,30;1915,87;4,08;237,91;10,79;2260,70;21,38;203,13;
1915,12;9,48;0,43;0,88;10,30;1915,96;4,07;238,41;10,81;2274,05;22,13;211,09;
1916,01;9,33;0,44;0,93;10,40;1916,04;4,05;232,38;10,98;2225,27;23,27;222,81;
