Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;
2000,01;1425,59;16,71;49,10;168,80;2000,04;6,66;2187,63;25,65;930421,98;75,34;32043,31;
2000,02;1388,87;16,74;50,02;169,80;2000,12;6,52;2118,73;25,53;902022,94;76,31;32488,42;
2000,03;1442,21;16,76;50,95;171,20;2000,21;6,26;2182,11;25,36;929905,44;77,09;32851,44;
2000,04;1461,36;16,74;51,27;171,30;2000,29;5,99;2209,80;25,31;942601,82;77,53;33072,16;
2000,05;1418,48;16,72;51,60;171,50;2000,37;6,44;2142,45;25,25;914774,18;77,93;33274,56;
2000,06;1461,96;16,70;51,92;172,40;2000,46;6,10;2196,60;25,09;938785,24;78,01;33339,99;
2000,07;1473,00;16,58;52,51;172,80;2000,54;6,05;2208,06;24,86;944570,31;78,72;33674,50;
2000,08;1485,46;16,47;53,11;172,80;2000,62;5,83;2226,74;24,68;953440,31;79,61;34086,44;
2000,09;1468,05;16,35;53,70;173,70;2000,71;5,80;2189,24;24,38;938253,50;80,08;34320,50;
2000,1;1390,14;16,32;52,47;174,00;2000,79;5,74;2069,48;24,30;887796,06;78,11;33507,20;
2000,11;1378,04;16,30;51,23;174,10;2000,87;5,72;2050,29;24,25;880429,86;76,23;32732,98;
2000,12;1330,93;16,27;50,00;174,00;2000,96;5,24;1981,34;24,22;851686,71;74,43;31995,92;
2001,01;1335,63;16,17;48,48;175,10;2001,04;5,16;1975,84;23,92;850181,90;71,72;30859,46;
2001,02;1305,75;16,07;46,96;175,80;2001,12;5,10;1923,95;23,68;828701,61;69,19;29803,43;
2001,03;1185,85;15,97;45,44;176,20;2001,21;4,89;1743,32;23,48;751740,57;66,80;28805,58;
2001,04;1189,84;15,88;42,56;176,90;2001,29;5,14;1742,26;23,25;752120,66;62,31;26900,88;
2001,05;1270,37;15,78;39,67;177,70;2001,37;5,39;1851,81;23,01;800237,69;57,83;24991,22;
2001,06;1238,71;15,69;36,79;178,00;2001,46;5,28;1802,61;22,83;779801,41;53,54;23160,30;
2001,07;1204,45;15,71;33,96;177,50;2001,54;5,24;1757,69;22,92;761195,98;49,56;21464,36;
2001,08;1178,50;15,72;31,14;177,50;2001,62;4,97;1719,82;22,95;745624,01;45,44;19699,83;
2001,09;1044,64;15,74;28,31;178,30;2001,71;4,73;1517,64;22,87;658792,93;41,13;17853,45;
2001,1;1076,59;15,74;27,10;177,70;2001,79;4,57;1569,33;22,94;682064,33;39,51;17171,08;
2001,11;1129,68;15,74;25,90;177,40;2001,87;4,65;1649,51;22,98;717741,76;37,81;16453,44;
2001,12;1144,93;15,74;24,69;176,70;2001,96;5,09;1678,40;23,07;731149,24;36,19;15766,97;
2002,01;1140,21;15,74;24,69;177,10;2002,04;5,04;1667,70;23,02;727326,04;36,12;15751,58;
2002,02;1100,67;15,73;24,70;177,80;2002,12;4,91;1603,53;22,92;700172,82;35,98;15710,37;
2002,03;1153,79;15,73;24,70;178,80;2002,21;5,28;1671,52;22,79;730688,47;35,78;15642,37;
2002,04;1111,93;15,83;25,38;179,80;2002,29;5,21;1601,92;22,81;701093,27;36,56;16002,58;
2002,05;1079,25;15,94;26,06;179,80;2002,37;5,16;1554,84;22,96;681325,27;37,54;16451,55;
2002,06;1014,02;16,04;26,74;179,90;2002,46;4,93;1460,05;23,10;640633,41;38,50;16893,69;
2002,07;903,59;15,96;27,84;180,10;2002,54;4,65;1299,60;22,95;571071,79;40,04;17594,97;
2002,08;912,55;15,88;28,94;180,70;2002,62;4,26;1308,13;22,76;575653,11;41,49;18255,88;
2002,09;867,81;15,80;30,04;181,00;2002,71;3,87;1241,93;22,61;547352,16;42,99;18947,07;
2002,1;854,63;15,89;29,22;181,30;2002,79;3,94;1221,05;22,70;538981,01;41,75;18429,99;
2002,11;909,93;15,98;28,41;181,30;2002,87;4,05;1300,06;22,83;574696,34;40,59;17941,17;
2002,12;899,18;16,07;27,59;180,90;2002,96;4,03;1287,54;23,01;570010,23;39,51;17489,92;
2003,01;895,84;16,12;28,50;181,70;2003,04;4,05;1277,11;22,98;566240,39;40,63;18014,21;
2003,02;837,03;16,17;29,41;183,10;2003,12;3,90;1184,15;22,88;525867,82;41,61;18476,96;
2003,03;846,63;16,22;30,32;184,20;2003,21;3,81;1190,57;22,81;529566,80;42,64;18965,15;
2003,04;890,03;16,20;31,73;183,80;2003,29;3,96;1254,33;22,84;558771,49;44,72;19920,47;
2003,05;935,96;16,19;33,14;183,50;2003,37;3,57;1321,22;22,85;589415,79;46,78;20869,74;
2003,06;988,00;16,17;34,55;183,70;2003,46;3,33;1393,16;22,80;622357,96;48,72;21763,63;
2003,07;992,54;16,31;35,89;183,90;2003,54;3,98;1398,04;22,97;625393,06;50,56;22616,16;
2003,08;989,53;16,45;37,24;184,60;2003,62;4,45;1388,51;23,08;621992,67;52,25;23405,99;
2003,09;1019,44;16,59;38,58;185,20;2003,71;4,27;1425,85;23,20;639583,50;53,96;24204,59;
2003,1;1038,73;16,86;41,97;185,00;2003,79;4,29;1454,40;23,60;653272,58;58,76;26393,45;
2003,11;1049,90;17,12;45,35;184,50;2003,87;4,30;1474,02;24,04;662986,84;63,67;28639,55;
2003,12;1080,64;17,39;48,74;184,30;2003,96;4,27;1518,83;24,44;684055,05;68,50;30852,87;
2004,01;1132,52;17,60;49,83;185,20;2004,04;4,15;1584,01;24,62;714335,64;69,69;31428,11;
2004,02;1143,36;17,81;50,91;186,20;2004,12;4,08;1590,58;24,78;718230,96;70,83;31982,52;
2004,03;1123,98;18,02;52,00;187,40;2004,21;3,83;1553,61;24,91;702473,01;71,88;32499,33;
2004,04;1133,36;18,21;53,38;188,00;2004,29;4,35;1561,57;25,09;707020,30;73,55;33301,95;
2004,05;1102,78;18,41;54,77;189,10;2004,37;4,72;1510,60;25,21;684893,21;75,02;34013,42;
2004,06;1132,76;18,60;56,15;189,70;2004,46;4,73;1546,76;25,40;702247,07;76,67;34809,82;
2004,07;1105,85;18,79;56,69;189,40;2004,54;4,50;1512,41;25,69;687622,39;77,53;35250,09;
2004,08;1088,94;18,97;57,23;189,50;2004,62;4,28;1488,49;25,94;677732,99;78,23;35618,73;
2004,09;1117,66;19,16;57,77;189,90;2004,71;4,13;1524,53;26,14;695134,13;78,80;35930,34;
2004,1;1117,21;19,25;58,03;190,90;2004,79;4,10;1515,94;26,12;692207,03;78,74;35954,54;
2004,11;1168,94;19,35;58,29;191,00;2004,87;4,19;1585,30;26,24;724877,38;79,05;36146,51;
2004,12;1199,21;19,44;58,55;190,30;2004,96;4,23;1632,33;26,46;747391,98;79,70;36490,52;
2005,01;1181,41;19,70;59,11;190,70;2005,04;4,22;1604,73;26,76;735775,12;80,29;36811,28;
2005,02;1199,63;19,97;59,66;191,80;2005,12;4,17;1620,14;26,97;743867,90;80,58;36996,11;
2005,03;1194,90;20,23;60,22;193,30;2005,21;4,50;1601,22;27,11;736222,53;80,70;37103,79;
2005,04;1164,43;20,46;61,23;194,60;2005,29;4,34;1549,97;27,24;713699,67;81,51;37530,99;
2005,05;1178,28;20,70;62,25;194,40;2005,37;4,14;1570,02;27,58;723989,77;82,94;38247,23;
2005,06;1202,25;20,93;63,26;194,50;2005,46;4,00;1601,13;27,87;739409,39;84,25;38906,25;
2005,07;1222,24;21,11;64,33;195,40;2005,54;4,18;1620,26;27,98;749318,31;85,28;39438,77;
2005,08;1224,27;21,29;65,40;196,40;2005,62;4,26;1614,69;28,08;747823,39;86,26;39948,42;
2005,09;1225,92;21,47;66,47;198,80;2005,71;4,20;1597,34;27,97;740870,73;86,61;40170,38;
2005,1;1191,96;21,72;67,59;199,20;2005,79;4,46;1549,98;28,24;719992,57;87,89;40827,12;
2005,11;1237,37;21,97;68,71;197,60;2005,87;4,54;1622,05;28,80;754588,92;90,07;41901,62;
2005,12;1262,07;22,22;69,83;196,80;2005,96;4,47;1661,16;29,25;773914,25;91,91;42820,47;
2006,01;1278,73;22,41;70,78;198,30;2006,04;4,42;1670,35;29,27;779335,28;92,45;43135,57;
2006,02;1276,65;22,59;71,72;198,70;2006,12;4,57;1664,28;29,45;777646,45;93,50;43688,87;
2006,03;1293,74;22,78;72,67;199,80;2006,21;4,72;1677,27;29,53;784867,81;94,21;44086,40;
2006,04;1302,17;23,00;73,28;201,50;2006,29;4,99;1673,96;29,57;784470,11;94,20;44144,28;
2006,05;1290,01;23,22;73,88;202,50;2006,37;5,11;1650,14;29,70;774466,73;94,51;44356,39;
2006,06;1253,17;23,44;74,49;202,90;2006,46;5,11;1599,85;29,92;752036,76;95,10;44702,01;
2006,07;1260,24;23,66;75,85;203,50;2006,54;5,09;1604,14;30,12;755229,43;96,55;45454,95;
2006,08;1287,15;23,88;77,21;203,90;2006,62;4,88;1635,18;30,34;771032,91;98,09;46250,59;
2006,09;1317,74;24,10;78,57;202,90;2006,71;4,72;1682,29;30,77;794456,38;100,31;47369,31;
2006,1;1363,38;24,36;79,55;201,80;2006,79;4,73;1750,04;31,27;827683,49;102,11;48293,37;
2006,11;1388,64;24,62;80,53;201,50;2006,87;4,60;1785,12;31,65;845520,88;103,52;49033,44;
2006,12;1416,42;24,88;81,51;201,80;2006,96;4,56;1818,12;31,94;862414,11;104,63;49628,91;
2007,01;1424,16;25,08;82,06;202,42;2007,04;4,76;1822,50;32,10;865756,71;105,01;49882,82;
2007,02;1444,80;25,29;82,60;203,50;2007,12;4,72;1839,07;32,19;874903,85;105,14;50020,75;
2007,03;1406,95;25,49;83,15;205,35;2007,21;4,56;1774,73;32,15;845570,44;104,89;49972,77;
2007,04;1463,64;25,72;83,74;206,69;2007,29;4,69;1834,32;32,23;875243,11;104,95;50075,74;
2007,05;1511,14;25,94;84,33;207,95;2007,37;4,75;1882,35;32,32;899444,24;105,05;50193,98;
2007,06;1514,19;26,17;84,92;208,35;2007,46;5,10;1882,50;32,54;900811,93;105,58;50520,05;
2007,07;1520,71;26,44;82,81;208,30;2007,54;5,00;1891,09;32,88;906232,08;102,98;49350,70;
2007,08;1454,62;26,71;80,71;207,92;2007,62;4,67;1812,23;33,28;869768,77;100,55;48257,37;
2007,09;1497,12;26,98;78,60;208,49;2007,71;4,52;1860,05;33,52;894061,43;97,65;46938,94;
2007,1;1539,66;27,23;74,46;208,94;2007,79;4,53;1908,82;33,76;918855,30;92,31;44437,06;
2007,11;1463,39;27,48;70,32;210,18;2007,87;4,15;1803,55;33,87;869539,97;86,67;41783,84;
2007,12;1479,22;27,73;66,18;210,04;2007,96;4,10;1824,28;34,20;880910,14;81,62;39411,74;
2008,01;1378,76;27,92;64,25;211,08;2008,04;3,74;1691,98;34,26;818401,52;78,85;38137,38;
2008,02;1354,87;28,11;62,32;211,69;2008,12;3,74;1657,84;34,40;803278,58;76,26;36948,43;
2008,03;1316,94;28,30;60,39;213,53;2008,21;3,51;1597,58;34,33;775466,86;73,26;35560,04;
2008,04;1370,47;28,44;57,38;214,82;2008,29;3,68;1652,50;34,29;803509,74;69,19;33643,98;
2008,05;1403,22;28,57;54,38;216,63;2008,37;3,88;1677,86;34,17;817225,43;65,02;31668,59;
2008,06;1341,25;28,71;51,37;218,82;2008,46;4,10;1587,76;33,99;774721,05;60,81;29671,89;
2008,07;1257,33;28,76;49,56;219,96;2008,54;4,01;1480,64;33,86;723831,25;58,37;28533,07;
2008,08;1281,47;28,80;47,76;219,09;2008,62;3,89;1515,12;34,05;742072,23;56,46;27654,88;
2008,09;1216,95;28,85;45,95;218,78;2008,71;3,69;1440,83;34,16;707080,17;54,40;26698,17;
2008,1;968,80;28,70;35,59;216,57;2008,79;3,81;1158,73;34,32;570046,13;42,57;20943,27;
2008,11;883,04;28,54;25,24;212,43;2008,87;3,53;1076,78;34,81;531157,36;30,77;15180,11;
2008,12;877,56;28,39;14,88;210,23;2008,96;2,42;1081,28;34,98;534815,47;18,33;9068,39;
2009,01;865,58;28,01;12,21;211,14;2009,04;2,52;1061,90;34,37;526644,96;14,98;7426,90;
2009,02;805,23;27,64;9,53;212,19;2009,12;2,87;982,97;33,74;488896,20;11,64;5788,17;
2009,03;757,13;27,26;6,86;212,71;2009,21;2,82;922,01;33,20;459952,99;8,35;4167,42;
2009,04;848,15;26,70;7,08;213,24;2009,29;2,93;1030,28;32,44;515312,66;8,60;4299,59;
2009,05;902,41;26,15;7,29;213,86;2009,37;3,29;1093,04;31,67;548020,28;8,83;4429,13;
2009,06;926,12;25,59;7,51;215,69;2009,46;3,72;1112,20;30,73;558913,05;9,02;4532,28;
2009,07;935,82;25,03;9,19;215,35;2009,54;3,56;1125,64;30,10;566924,53;11,05;5565,33;
2009,08;1009,73;24,46;10,86;215,83;2009,62;3,59;1211,82;29,36;611562,94;13,04;6579,59;
2009,09;1044,55;23,90;12,54;215,97;2009,71;3,40;1252,82;28,67;633462,44;15,04;7604,82;
2009,1;1067,66;23,40;25,35;216,18;2009,79;3,39;1279,31;28,04;648036,00;30,38;15386,65;
2009,11;1088,07;22,91;38,16;216,33;2009,87;3,40;1302,84;27,43;661114,96;45,69;23186,14;
2009,12;1110,38;22,41;50,97;215,95;2009,96;3,59;1331,90;26,88;676997,62;61,14;31076,36;
2010,01;1123,58;22,24;54,29;216,69;2010,04;3,73;1343,15;26,59;683838,62;64,90;33042,24;
2010,02;1089,16;22,07;57,61;216,74;2010,12;3,69;1301,68;26,38;663843,68;68,85;35113,33;
2010,03;1152,05;21,90;60,93;217,63;2010,21;3,73;1371,21;26,07;700411,42;72,52;37043,59;
2010,04;1197,32;21,95;62,99;218,01;2010,29;3,85;1422,62;26,08;727782,05;74,84;38285,98;
2010,05;1125,06;21,99;65,04;218,18;2010,37;3,42;1335,73;26,11;684442,80;77,22;39569,84;
2010,06;1083,36;22,04;67,10;217,97;2010,46;3,20;1287,47;26,19;660836,65;79,74;40930,20;
2010,07;1079,80;22,14;68,69;218,01;2010,54;3,01;1282,97;26,31;659651,48;81,61;41960,79;
2010,08;1087,28;22,25;70,27;218,31;2010,62;2,70;1290,08;26,40;664436,20;83,38;42943,99;
2010,09;1122,08;22,35;71,86;218,44;2010,71;2,65;1330,60;26,50;686441,31;85,21;43960,92;
2010,1;1171,58;22,48;73,69;218,71;2010,79;2,54;1387,57;26,62;716976,40;87,28;45096,36;
2010,11;1198,89;22,60;75,52;218,80;2010,87;2,76;1419,31;26,76;734533,15;89,40;46269,42;
2010,12;1241,53;22,73;77,35;219,18;2010,96;3,29;1467,27;26,86;760511,35;91,41;47381,50;
2011,01;1282,62;22,96;78,67;220,22;2011,04;3,39;1508,65;27,01;783123,44;92,53;48033,18;
2011,02;1321,12;23,20;79,99;221,31;2011,12;3,58;1546,31;27,15;803846,40;93,62;48670,58;
2011,03;1304,49;23,43;81,31;223,47;2011,21;3,41;1512,10;27,16;787239,33;94,25;49069,31;
2011,04;1331,51;23,73;82,16;224,91;2011,29;3,46;1533,54;27,33;799590,13;94,63;49340,22;
2011,05;1338,31;24,04;83,02;225,96;2011,37;3,17;1534,16;27,55;801107,92;95,17;49693,50;
2011,06;1287,29;24,34;83,87;225,72;2011,46;3,00;1477,25;27,93;772609,11;96,25;50337,32;
2011,07;1325,19;24,62;84,91;225,92;2011,54;3,00;1519,40;28,23;795882,22;97,35;50993,22;
2011,08;1185,31;24,90;85,94;226,55;2011,62;2,30;1355,28;28,47;711158,25;98,27;51563,99;
2011,09;1173,88;25,18;86,98;226,89;2011,71;1,98;1340,18;28,75;704489,73;99,30;52199,98;
2011,1;1207,22;25,60;86,97;226,42;2011,79;2,15;1381,09;29,28;727278,60;99,50;52394,28;
2011,11;1226,42;26,01;86,96;226,23;2011,87;2,01;1404,24;29,79;740776,31;99,57;52525,16;
2011,12;1243,32;26,43;86,95;225,67;2011,96;1,98;1427,11;30,34;754174,69;99,80;52742,25;
2012,01;1300,58;26,74;87,48;226,67;2012,04;1,97;1486,30;30,55;786796,98;99,97;52921,77;
2012,02;1352,49;27,04;88,01;227,66;2012,12;1,97;1538,84;30,77;815971,02;100,14;53097,33;
2012,03;1389,24;27,35;88,54;229,39;2012,21;2,17;1568,74;30,88;833190,00;99,98;53101,44;
2012,04;1386,43;27,67;88,33;230,09;2012,29;2,05;1560,85;31,15;830379,20;99,45;52905,78;
2012,05;1341,27;28,00;88,13;229,82;2012,37;1,80;1511,79;31,56;805674,15;99,33;52935,93;
2012,06;1323,48;28,32;87,92;229,48;2012,46;1,62;1493,93;31,97;797575,22;99,24;52983,66;
2012,07;1359,78;28,74;87,45;229,10;2012,54;1,53;1537,41;32,50;822234,41;98,87;52877,42;
2012,08;1403,45;29,17;86,97;230,38;2012,62;1,68;1578,00;32,79;845405,77;97,79;52390,72;
2012,09;1443,42;29,59;86,50;231,41;2012,71;1,72;1615,73;33,12;867098,95;96,83;51962,74;
2012,1;1437,82;30,14;86,50;231,32;2012,79;1,75;1610,09;33,75;865580,53;96,87;52075,78;
2012,11;1394,51;30,70;86,51;230,22;2012,87;1,65;1569,02;34,54;845051,42;97,33;52421,70;
2012,12;1422,29;31,25;86,51;229,60;2012,96;1,72;1604,60;35,26;865795,39;97,60;52661,52;
2013,01;1480,40;31,54;86,91;230,28;2013,04;1,91;1665,23;35,47;900106,79;97,76;52840,64;
2013,02;1512,31;31,82;87,30;232,17;2013,12;1,98;1687,31;35,51;913638,27;97,41;52742,93;
2013,03;1550,83;32,11;87,70;232,77;2013,21;1,96;1725,77;35,73;936078,70;97,59;52935,59;
2013,04;1570,70;32,50;88,78;232,53;2013,29;1,76;1749,71;36,20;950695,16;98,90;53737,75;
2013,05;1639,84;32,88;89,87;232,95;2013,37;1,93;1823,48;36,57;992435,09;99,93;54387,52;
2013,06;1618,77;33,27;90,95;233,50;2013,46;2,30;1795,74;36,91;979012,05;100,89;55005,43;
2013,07;1668,68;33,65;92,09;233,60;2013,54;2,58;1850,38;37,31;1010494,63;102,12;55766,50;
2013,08;1670,09;34,02;93,23;233,88;2013,62;2,74;1849,72;37,68;1011848,24;103,26;56484,75;
2013,09;1687,17;34,40;94,37;234,15;2013,71;2,81;1866,46;38,06;1022743,76;104,40;57206,05;
2013,1;1720,03;34,60;96,31;233,55;2013,79;2,62;1907,73;38,37;1047107,40;106,82;58632,93;
2013,11;1783,54;34,79;98,26;233,07;2013,87;2,72;1982,22;38,67;1089761,42;109,20;60035,84;
2013,12;1807,78;34,99;100,20;233,05;2013,96;2,90;2009,33;38,89;1106448,86;111,37;61327,25;
2014,01;1822,36;35,40;100,42;233,92;2014,04;2,86;2018,03;39,20;1113037,46;111,20;61331,19;
2014,02;1817,04;35,82;100,63;234,78;2014,12;2,71;2004,72;39,52;1107515,66;111,03;61337,67;
2014,03;1863,52;36,23;100,85;236,29;2014,21;2,72;2042,85;39,72;1130406,35;110,55;61175,35;
2014,04;1864,26;36,61;101,61;237,07;2014,29;2,71;2036,94;40,00;1128984,04;111,02;61532,35;
2014,05;1889,77;37,00;102,36;237,90;2014,37;2,56;2057,63;40,28;1142310,17;111,46;61875,61;
2014,06;1947,09;37,38;103,12;238,34;2014,46;2,60;2116,10;40,62;1176650,27;112,07;62316,68;
2014,07;1973,10;37,75;104,07;238,25;2014,54;2,54;2145,20;41,04;1194735,68;113,14;63013,61;
2014,08;1961,53;38,12;105,01;237,85;2014,62;2,42;2136,19;41,51;1191644,07;114,36;63796,38;
2014,09;1993,23;38,49;105,96;238,03;2014,71;2,53;2169,08;41,89;1211938,57;115,31;64426,59;
2014,1;1937,27;38,81;104,74;237,43;2014,79;2,30;2113,50;42,34;1182851,30;114,27;63953,81;
2014,11;2044,57;39,12;103,53;236,15;2014,87;2,33;2242,67;42,91;1257144,64;113,56;63655,44;
2014,12;2054,27;39,44;102,31;234,81;2014,96;2,21;2266,16;43,51;1272344,07;112,86;63367,29;
2015,01;2028,18;39,90;101,29;233,71;2015,04;1,88;2247,95;44,22;1264193,20;112,27;63135,49;
2015,02;2082,20;40,35;100,27;234,72;2015,12;1,98;2297,85;44,53;1294339,32;110,65;62329,94;
2015,03;2079,99;40,81;99,25;236,12;2015,21;2,04;2281,83;44,77;1287417,22;108,88;61431,14;
2015,04;2094,86;41,12;97,80;236,60;2015,29;1,94;2293,48;45,02;1296107,18;107,08;60511,73;
2015,05;2111,94;41,43;96,36;237,81;2015,37;2,20;2300,45;45,13;1302173,33;104,96;59411,29;
2015,06;2099,29;41,74;94,91;238,64;2015,46;2,36;2278,69;45,31;1291992,61;103,02;58411,66;
2015,07;2094,14;42,00;93,49;238,65;2015,54;2,32;2272,95;45,58;1290890,41;101,48;57632,08;
2015,08;2039,87;42,25;92,08;238,32;2015,62;2,17;2217,18;45,93;1261393,76;100,08;56937,42;
2015,09;1944,41;42,51;90,66;237,95;2015,71;2,17;2116,72;46,28;1206432,89;98,69;56251,10;
2015,1;2024,81;42,80;89,28;237,84;2015,79;2,07;2205,24;46,62;1259097,40;97,24;55519,49;
2015,11;2080,62;43,10;87,91;237,34;2015,87;2,26;2270,81;47,04;1298776,56;95,94;54873,60;
2015,12;2054,08;43,39;86,53;236,53;2015,96;2,24;2249,54;47,52;1288870,90;94,76;54294,87;
2016,01;1918,60;43,55;86,50;236,92;2016,04;2,09;2097,70;47,62;1204148,22;94,57;54288,97;
2016,02;1904,42;43,72;86,47;237,11;2016,12;1,78;2080,48;47,76;1196550,19;94,46;54329,24;
2016,03;2021,95;43,88;86,44;238,13;2016,21;1,89;2199,41;47,73;1267235,26;94,03;54175,33;
2016,04;2075,54;44,07;86,60;239,26;2016,29;1,81;2247,05;47,72;1296975,03;93,76;54115,09;
2016,05;2065,55;44,27;86,76;240,23;2016,37;1,81;2227,22;47,73;1287827,28;93,55;54093,05;
2016,06;2083,89;44,46;86,92;241,02;2016,46;1,64;2239,64;47,78;1297311,03;93,42;54111,43;
2016,07;2148,90;44,65;87,64;240,63;2016,54;1,50;2313,25;48,06;1342270,91;94,35;54744,80;
2016,08;2170,95;44,84;88,37;240,85;2016,62;1,56;2334,84;48,23;1357131,64;95,04;55240,89;
2016,09;2157,69;45,03;89,09;241,43;2016,71;1,63;2315,02;48,31;1347947,73;95,59;55656,12;
2016,1;2143,02;45,25;90,91;241,73;2016,79;1,76;2296,41;48,49;1339469,02;97,42;56822,21;
2016,11;2164,99;45,48;92,73;241,35;2016,87;2,14;2323,57;48,81;1357681,65;99,52;58151,69;
2016,12;2246,63;45,70;94,55;241,43;2016,96;2,49;2410,40;49,03;1410805,16;101,44;59374,10;
2017,01;2275,12;45,93;96,46;242,84;2017,04;2,43;2426,82;48,99;1422807,51;102,90;60325,94;
2017,02;2329,91;46,15;98,38;243,60;2017,12;2,42;2477,47;49,08;1454899,90;104,61;61430,79;
2017,03;2366,82;46,38;100,29;243,80;2017,21;2,48;2514,68;49,28;1479159,37;106,56;62676,88;
2017,04;2359,31;46,66;101,53;244,52;2017,29;2,30;2499,29;49,43;1472529,15;107,56;63370,56;
2017,05;2395,35;46,94;102,78;244,73;2017,37;2,30;2535,30;49,68;1496185,58;108,78;64196,45;
2017,06;2433,99;47,22;104,02;244,96;2017,46;2,19;2573,86;49,93;1521398,74;110,00;65019,12;
2017,07;2454,10;47,54;105,04;244,79;2017,54;2,32;2596,92;50,30;1537505,65;111,15;65808,07;
2017,08;2456,22;47,85;106,06;245,52;2017,62;2,21;2591,40;50,49;1536730,54;111,90;66356,29;
2017,09;2492,84;48,17;107,08;246,82;2017,71;2,20;2616,18;50,55;1553925,36;112,38;66748,90;
2017,1;2557,00;48,42;108,01;246,66;2017,79;2,36;2685,22;50,85;1597444,90;113,43;67479,60;
2017,11;2593,61;48,68;108,95;246,67;2017,87;2,35;2723,60;51,12;1622811,11;114,41;68167,48;
2017,12;2664,34;48,93;109,88;246,52;2017,96;2,40;2799,52;51,41;1670599,88;115,45;68897,18;
2018,01;2789,80;49,29;111,73;247,87;2018,04;2,58;2915,46;51,51;1742349,51;116,77;69782,25;
2018,02;2705,16;49,64;113,59;248,99;2018,12;2,86;2814,24;51,65;1684433,52;118,17;70727,49;
2018,03;2702,77;50,00;115,44;249,55;2018,21;2,84;2805,42;51,90;1681737,19;119,82;71829,92;
2018,04;2653,63;50,33;117,79;250,55;2018,29;2,87;2743,50;52,03;1647222,80;121,78;73115,27;
2018,05;2701,49;50,66;120,13;251,59;2018,37;2,98;2781,42;52,16;1672595,96;123,69;74379,15;
2018,06;2754,35;50,99;122,48;251,99;2018,46;2,91;2831,33;52,42;1705236,50;125,90;75828,19;
2018,07;2793,64;51,44;125,12;252,01;2018,54;2,89;2871,52;52,87;1732098,25;128,60;77574,19;
2018,08;2857,82;51,89;127,75;252,15;2018,62;2,89;2935,86;53,31;1773586,54;131,24;79284,77;
2018,09;2901,50;52,34;130,39;252,44;2018,71;3,00;2977,27;53,71;1801308,43;133,80;80948,68;
2018,1;2785,46;52,81;131,06;252,89;2018,79;3,15;2853,16;54,09;1728946,00;134,24;81347,39;
2018,11;2723,23;53,28;131,72;252,04;2018,87;3,12;2798,79;54,76;1698765,27;135,38;82169,71;
2018,12;2567,31;53,75;132,39;251,23;2018,96;2,83;2647,00;55,42;1609436,16;136,50;82994,75;
2019,01;2607,39;54,15;133,06;251,71;2019,04;2,71;2683,21;55,72;1634274,94;136,93;83398,02;
2019,02;2754,86;54,54;133,72;252,78;2019,12;2,68;2823,04;55,89;1722275,80;137,03;83600,79;
2019,03;2803,98;54,94;134,39;254,20;2019,21;2,57;2857,25;55,98;1745996,98;136,94;83682,67;
2019,04;2903,80;55,32;134,68;255,55;2019,29;2,53;2943,38;56,07;1801485,09;136,52;83556,04;
2019,05;2854,71;55,70;134,98;256,09;2019,37;2,40;2887,48;56,34;1770141,54;136,53;83696,00;
2019,06;2890,17;56,08;135,27;256,14;2019,46;2,06;2922,76;56,71;1794669,77;136,80;83996,78;
2019,07;2996,11;56,46;134,48;256,57;2019,54;1,63;3024,85;57,00;1860269,27;135,77;83497,84;
2019,08;2897,50;56,84;133,69;256,56;2019,62;1,63;2925,43;57,39;1802071,74;134,98;83147,24;
2019,09;2982,16;57,22;132,90;256,76;2019,71;1,70;3008,55;57,73;1856235,23;134,08;82723,26;
2019,1;2977,68;57,56;135,15;257,35;2019,79;1,71;2997,18;57,94;1852200,35;136,04;84069,16;
2019,11;3104,90;57,90;137,41;257,21;2019,87;1,81;3126,92;58,31;1935376,67;138,38;85649,54;
2019,12;3176,75;58,24;139,66;256,97;2019,96;1,86;3202,18;58,71;1984990,85;140,78;87266,50;
2020,01;3278,20;;;257,97;2020,04;1,76;3291,68;;2040467,39;;;
2020,02;3277,31;;;258,68;2020,12;1,50;3281,79;;2034338,92;;;
2020,03;2480,64;;;259,03;2020,21;0,76;2480,64;;1537715,11;;;
;March 2020 P is March 12 close;;S&P 500 Dec 2020 estimated.;March 2020 CPI estimated;;March 2020 GS10 is March 10 value;;;;;;
