"","NUTS_CODE","Date","montant"
"1","UKH",2020-03-20,183
"2","UKI",2020-03-20,1588
"3","UKF",2020-03-20,194.5
"4","UKG",2020-03-20,194.5
"5","UKE",2020-03-20,116.5
"6","UKC",2020-03-20,116.5
"7","UKD",2020-03-20,274
"8","UKJ",2020-03-20,410
"9","UKK",2020-03-20,169
