"","numero","municipalite","montant","habitants","montantparhabitant","Date"
"45","1901","Bodegraven-Reeuwijk","5","34462","14.5","24 maart 2020"
"46","755","Boekel","42","10588","396.7","24 maart 2020"
"47","1681","Borger-Odoorn","0","25372","0","24 maart 2020"
"48","147","Borne","8","23210","34.5","24 maart 2020"
"49","654","Borsele","4","22800","17.5","24 maart 2020"
"50","756","Boxmeer","9","29065","31","24 maart 2020"
"51","757","Boxtel","15","30747","48.8","24 maart 2020"
"52","758","Breda","167","183873","90.8","24 maart 2020"
"53","501","Brielle","1","17182","5.8","24 maart 2020"
"54","1876","Bronckhorst","7","36212","19.3","24 maart 2020"
"55","213","Brummen","4","20698","19.3","24 maart 2020"
"56","899","Brunssum","17","28103","60.5","24 maart 2020"
"57","312","Bunnik","6","15192","39.5","24 maart 2020"
"58","313","Bunschoten","1","21576","4.6","24 maart 2020"
"59","214","Buren","6","26568","22.6","24 maart 2020"
"60","502","Capelle aan den IJssel","13","66818","19.5","24 maart 2020"
"61","383","Castricum","10","35772","28","24 maart 2020"
"62","109","Coevorden","15","35483","42.3","24 maart 2020"
"63","1706","Cranendonck","23","20440","112.5","24 maart 2020"
"64","1684","Cuijk","6","24931","24.1","24 maart 2020"
"65","216","Culemborg","8","28555","28","24 maart 2020"
"66","148","Dalfsen","11","28499","38.6","24 maart 2020"
"67","1891","Dantumadiel","0","18923","0","24 maart 2020"
"68","310","De Bilt","27","42824","63","24 maart 2020"
"69","1940","De Fryske Marren","8","51430","15.6","24 maart 2020"
"70","736","De Ronde Venen","8","44059","18.2","24 maart 2020"
"71","1690","De Wolden","3","24110","12.4","24 maart 2020"
"72","503","Delft","17","103163","16.5","24 maart 2020"
"73","10","Delfzijl","1","24716","4","24 maart 2020"
"74","400","Den Helder","5","55604","9","24 maart 2020"
"75","762","Deurne","25","32362","77.3","24 maart 2020"
"76","150","Deventer","20","99957","20","24 maart 2020"
"77","384","Diemen","4","29196","13.7","24 maart 2020"
"78","1774","Dinkelland","17","26350","64.5","24 maart 2020"
"79","221","Doesburg","4","11148","35.9","24 maart 2020"
"80","222","Doetinchem","8","57555","13.9","24 maart 2020"
"81","766","Dongen","4","26051","15.4","24 maart 2020"
"82","505","Dordrecht","23","118654","19.4","24 maart 2020"
"83","498","Drechterland","3","19597","15.3","24 maart 2020"
"84","1719","Drimmelen","17","27150","62.6","24 maart 2020"
"85","303","Dronten","11","40815","27","24 maart 2020"
"86","225","Druten","6","18797","31.9","24 maart 2020"
"87","226","Duiven","2","25332","7.9","24 maart 2020"
"88","1711","Echt-Susteren","15","31638","47.4","24 maart 2020"
"89","385","Edam-Volendam","7","36099","19.4","24 maart 2020"
"90","228","Ede","22","115710","19","24 maart 2020"
"91","317","Eemnes","1","9113","11","24 maart 2020"
"92","770","Eersel","13","19110","68","24 maart 2020"
"93","1903","Eijsden-Margraten","15","25658","58.5","24 maart 2020"
"94","772","Eindhoven","68","231642","29.4","24 maart 2020"
"95","230","Elburg","4","23086","17.3","24 maart 2020"
"96","114","Emmen","7","107113","6.5","24 maart 2020"
"97","388","Enkhuizen","10","18507","54","24 maart 2020"
"98","153","Enschede","20","158986","12.6","24 maart 2020"
"99","232","Epe","13","33145","39.2","24 maart 2020"
"100","233","Ermelo","14","26858","52.1","24 maart 2020"
"101","777","Etten-Leur","24","43774","54.8","24 maart 2020"
"102","779","Geertruidenberg","10","21515","46.5","24 maart 2020"
"103","1771","Geldrop-Mierlo","9","39595","22.7","24 maart 2020"
"104","1652","Gemert-Bakel","64","30447","210.2","24 maart 2020"
"105","907","Gennep","7","17071","41","24 maart 2020"
"106","784","Gilze en Rijen","16","26431","60.5","24 maart 2020"
"107","1924","Goeree-Overflakkee","43","49611","86.7","24 maart 2020"
"108","664","Goes","4","37653","10.6","24 maart 2020"
"109","785","Goirle","16","23793","67.2","24 maart 2020"
"110","1942","Gooise Meren","12","57715","20.8","24 maart 2020"
"111","512","Gorinchem","4","36682","10.9","24 maart 2020"
"112","513","Gouda","17","73181","23.2","24 maart 2020"
"113","786","Grave","11","12483","88.1","24 maart 2020"
"114","14","Groningen","53","231299","22.9","24 maart 2020"
"115","1729","Gulpen-Wittem","4","14246","28.1","24 maart 2020"
"116","158","Haaksbergen","3","24277","12.4","24 maart 2020"
"117","788","Haaren","12","14195","84.5","24 maart 2020"
"118","392","Haarlem","41","161265","25.4","24 maart 2020"
"119","394","Haarlemmermeer","23","154235","14.9","24 maart 2020"
"120","1655","Halderberge","8","30194","26.5","24 maart 2020"
"121","160","Hardenberg","6","60574","9.9","24 maart 2020"
"122","243","Harderwijk","9","47581","18.9","24 maart 2020"
"123","523","Hardinxveld-Giessendam","6","18051","33.2","24 maart 2020"
"124","72","Harlingen","3","15758","19","24 maart 2020"
"125","244","Hattem","2","12173","16.4","24 maart 2020"
"126","396","Heemskerk","7","39164","17.9","24 maart 2020"
"127","397","Heemstede","16","27286","58.6","24 maart 2020"
"128","246","Heerde","15","18546","80.9","24 maart 2020"
"129","74","Heerenveen","3","50257","6","24 maart 2020"
"130","398","Heerhugowaard","15","56742","26.4","24 maart 2020"
"131","917","Heerlen","46","86832","53","24 maart 2020"
"132","1658","Heeze-Leende","7","15964","43.8","24 maart 2020"
"133","399","Heiloo","8","23464","34.1","24 maart 2020"
"134","163","Hellendoorn","6","35808","16.8","24 maart 2020"
"135","530","Hellevoetsluis","5","40049","12.5","24 maart 2020"
"136","794","Helmond","55","91524","60.1","24 maart 2020"
"137","531","Hendrik-Ido-Ambacht","2","30966","6.5","24 maart 2020"
"138","164","Hengelo (O)","16","80683","19.8","24 maart 2020"
"139","1966","Het Hogeland","1","47888","2.1","24 maart 2020"
"140","252","Heumen","11","16486","66.7","24 maart 2020"
"141","797","Heusden","19","44135","43","24 maart 2020"
"142","534","Hillegom","3","21966","13.7","24 maart 2020"
"143","798","Hilvarenbeek","8","15334","52.2","24 maart 2020"
"144","402","Hilversum","7","90238","7.8","24 maart 2020"
"145","1963","Hoeksche Waard","31","86656","35.8","24 maart 2020"
"146","1735","Hof van Twente","5","34940","14.3","24 maart 2020"
"147","1911","Hollands Kroon","10","47815","20.9","24 maart 2020"
"148","118","Hoogeveen","6","55662","10.8","24 maart 2020"
"149","405","Hoorn","12","73004","16.4","24 maart 2020"
"150","1507","Horst aan de Maas","17","42291","40.2","24 maart 2020"
"151","321","Houten","29","49911","58.1","24 maart 2020"
"152","406","Huizen","3","41273","7.3","24 maart 2020"
"153","677","Hulst","0","27524","0","24 maart 2020"
"154","353","IJsselstein","16","34160","46.8","24 maart 2020"
"155","1884","Kaag en Braassem","4","26866","14.9","24 maart 2020"
"156","166","Kampen","20","53779","37.2","24 maart 2020"
"157","678","Kapelle","2","12785","15.6","24 maart 2020"
"158","537","Katwijk","6","65302","9.2","24 maart 2020"
"159","928","Kerkrade","17","45642","37.2","24 maart 2020"
"160","1598","Koggenland","4","22738","17.6","24 maart 2020"
"161","542","Krimpen aan den IJssel","3","29376","10.2","24 maart 2020"
"162","1931","Krimpenerwaard","12","56048","21.4","24 maart 2020"
"163","1659","Laarbeek","17","22333","76.1","24 maart 2020"
"164","1685","Landerd","25","15529","161","24 maart 2020"
"165","882","Landgraaf","18","37591","47.9","24 maart 2020"
"166","415","Landsmeer","6","11488","52.2","24 maart 2020"
"167","416","Langedijk","12","27992","42.9","24 maart 2020"
"168","1621","Lansingerland","24","61601","39","24 maart 2020"
"169","417","Laren","3","11195","26.8","24 maart 2020"
"170","80","Leeuwarden","10","123107","8.1","24 maart 2020"
"171","546","Leiden","20","124899","16","24 maart 2020"
"172","547","Leiderdorp","2","27109","7.4","24 maart 2020"
"173","1916","Leidschendam-Voorburg","13","75425","17.2","24 maart 2020"
"174","995","Lelystad","24","77893","30.8","24 maart 2020"
"175","1640","Leudal","26","35681","72.9","24 maart 2020"
"176","327","Leusden","9","30030","30","24 maart 2020"
"177","1705","Lingewaard","11","46475","23.7","24 maart 2020"
"178","553","Lisse","1","22800","4.4","24 maart 2020"
"179","262","Lochem","2","33590","6","24 maart 2020"
"180","809","Loon op Zand","20","23327","85.7","24 maart 2020"
"181","331","Lopik","10","14473","69.1","24 maart 2020"
"182","24","Loppersum","0","9614","0","24 maart 2020"
"183","168","Losser","1","22622","4.4","24 maart 2020"
"184","263","Maasdriel","3","24693","12.1","24 maart 2020"
"185","1641","Maasgouw","9","23716","37.9","24 maart 2020"
"186","556","Maassluis","7","32768","21.4","24 maart 2020"
"187","935","Maastricht","94","121565","77.3","24 maart 2020"
"188","420","Medemblik","4","44809","8.9","24 maart 2020"
"189","938","Meerssen","8","18923","42.3","24 maart 2020"
"190","1948","Meierijstad","139","80815","172","24 maart 2020"
"191","119","Meppel","3","33564","8.9","24 maart 2020"
"192","687","Middelburg","6","48544","12.4","24 maart 2020"
"193","1842","Midden-Delfland","2","19391","10.3","24 maart 2020"
"194","1731","Midden-Drenthe","1","33178","3","24 maart 2020"
"195","1952","Midden-Groningen","2","60899","3.3","24 maart 2020"
"196","815","Mill en Sint Hubert","5","10891","45.9","24 maart 2020"
"197","1709","Moerdijk","4","36961","10.8","24 maart 2020"
"198","1978","Molenlanden","13","43858","29.6","24 maart 2020"
"199","1955","Montferland","3","36026","8.3","24 maart 2020"
"200","335","Montfoort","3","13996","21.4","24 maart 2020"
"201","944","Mook en Middelaar","5","7806","64.1","24 maart 2020"
"202","1740","Neder-Betuwe","11","24034","45.8","24 maart 2020"
"203","946","Nederweert","11","17001","64.7","24 maart 2020"
"204","356","Nieuwegein","11","63036","17.5","24 maart 2020"
"205","569","Nieuwkoop","4","28628","14","24 maart 2020"
"206","267","Nijkerk","8","42943","18.6","24 maart 2020"
"207","268","Nijmegen","93","176731","52.6","24 maart 2020"
"208","1930","Nissewaard","17","84797","20","24 maart 2020"
"209","1970","Noardeast-Fryslân","3","45181","6.6","24 maart 2020"
"210","1695","Noord-Beveland","1","7308","13.7","24 maart 2020"
"211","1699","Noordenveld","1","31290","3.2","24 maart 2020"
"212","171","Noordoostpolder","4","46849","8.5","24 maart 2020"
"213","575","Noordwijk","6","42859","14","24 maart 2020"
"214","820","Nuenen, Gerwen en Nederwetten","4","23186","17.3","24 maart 2020"
"215","302","Nunspeet","22","27481","80.1","24 maart 2020"
"216","579","Oegstgeest","8","24426","32.8","24 maart 2020"
"217","823","Oirschot","4","18623","21.5","24 maart 2020"
"218","824","Oisterwijk","16","26140","61.2","24 maart 2020"
"219","1895","Oldambt","0","38129","0","24 maart 2020"
"220","269","Oldebroek","8","23598","33.9","24 maart 2020"
"221","173","Oldenzaal","8","31840","25.1","24 maart 2020"
"222","1773","Olst-Wijhe","4","18071","22.1","24 maart 2020"
"223","175","Ommen","6","17813","33.7","24 maart 2020"
"224","1586","Oost Gelre","6","29704","20.2","24 maart 2020"
"225","826","Oosterhout","23","55616","41.4","24 maart 2020"
"226","85","Ooststellingwerf","0","25497","0","24 maart 2020"
"227","431","Oostzaan","5","9757","51.2","24 maart 2020"
"228","432","Opmeer","0","11779","0","24 maart 2020"
"229","86","Opsterland","3","29723","10.1","24 maart 2020"
"230","828","Oss","73","91451","79.8","24 maart 2020"
"231","1509","Oude IJsselstreek","4","39473","10.1","24 maart 2020"
"232","437","Ouder-Amstel","7","13916","50.3","24 maart 2020"
"233","589","Oudewater","7","10201","68.6","24 maart 2020"
"234","1734","Overbetuwe","33","47543","69.4","24 maart 2020"
"235","590","Papendrecht","5","32290","15.5","24 maart 2020"
"236","1894","Peel en Maas","79","43311","182.4","24 maart 2020"
"237","765","Pekela","2","12214","16.4","24 maart 2020"
"238","1926","Pijnacker-Nootdorp","14","54331","25.8","24 maart 2020"
"239","439","Purmerend","23","80117","28.7","24 maart 2020"
"240","273","Putten","3","24198","12.4","24 maart 2020"
"241","177","Raalte","6","37511","16","24 maart 2020"
"242","703","Reimerswaal","6","22678","26.5","24 maart 2020"
"243","274","Renkum","11","31302","35.1","24 maart 2020"
"244","339","Renswoude","0","5259","0","24 maart 2020"
"245","1667","Reusel-De Mierden","1","13060","7.7","24 maart 2020"
"246","275","Rheden","15","43640","34.4","24 maart 2020"
"247","340","Rhenen","1","20004","5","24 maart 2020"
"248","597","Ridderkerk","7","46241","15.1","24 maart 2020"
"249","1742","Rijssen-Holten","4","38300","10.4","24 maart 2020"
"250","603","Rijswijk","8","53467","15","24 maart 2020"
"251","1669","Roerdalen","10","20615","48.5","24 maart 2020"
"252","957","Roermond","26","58209","44.7","24 maart 2020"
"253","1674","Roosendaal","18","77032","23.4","24 maart 2020"
"254","599","Rotterdam","163","644618","25.3","24 maart 2020"
"255","277","Rozendaal","2","1654","120.9","24 maart 2020"
"256","840","Rucphen","6","22572","26.6","24 maart 2020"
"257","441","Schagen","10","46553","21.5","24 maart 2020"
"258","279","Scherpenzeel","2","9873","20.3","24 maart 2020"
"259","606","Schiedam","10","77999","12.8","24 maart 2020"
"260","88","Schiermonnikoog","0","936","0","24 maart 2020"
"261","1676","Schouwen-Duiveland","3","33779","8.9","24 maart 2020"
"262","965","Simpelveld","7","10516","66.6","24 maart 2020"
"263","1702","Sint Anthonis","13","11606","112","24 maart 2020"
"264","845","Sint-Michielsgestel","17","28991","58.6","24 maart 2020"
"265","1883","Sittard-Geleen","84","92661","90.7","24 maart 2020"
"266","610","Sliedrecht","4","25026","16","24 maart 2020"
"267","1714","Sluis","5","23386","21.4","24 maart 2020"
"268","90","Smallingerland","3","55938","5.4","24 maart 2020"
"269","342","Soest","20","46194","43.3","24 maart 2020"
"270","847","Someren","7","19322","36.2","24 maart 2020"
"271","848","Son en Breugel","13","16904","76.9","24 maart 2020"
"272","37","Stadskanaal","0","31789","0","24 maart 2020"
"273","180","Staphorst","4","17003","23.5","24 maart 2020"
"274","532","Stede Broec","9","21706","41.5","24 maart 2020"
"275","851","Steenbergen","9","25054","35.9","24 maart 2020"
"276","1708","Steenwijkerland","5","43940","11.4","24 maart 2020"
"277","971","Stein","24","24961","96.1","24 maart 2020"
"278","1904","Stichtse Vecht","16","64336","24.9","24 maart 2020"
"279","1900","Súdwest-Fryslân","6","89710","6.7","24 maart 2020"
"280","715","Terneuzen","6","54589","11","24 maart 2020"
"281","93","Terschelling","0","4890","0","24 maart 2020"
"282","448","Texel","3","13547","22.1","24 maart 2020"
"283","1525","Teylingen","7","37061","18.9","24 maart 2020"
"284","716","Tholen","11","25780","42.7","24 maart 2020"
"285","281","Tiel","8","41978","19.1","24 maart 2020"
"286","855","Tilburg","211","217259","97.1","24 maart 2020"
"287","183","Tubbergen","4","21276","18.8","24 maart 2020"
"288","1700","Twenterand","3","33792","8.9","24 maart 2020"
"289","1730","Tynaarlo","10","33698","29.7","24 maart 2020"
"290","737","Tytsjerksteradiel","1","31780","3.1","24 maart 2020"
"291","856","Uden","92","41782","220.2","24 maart 2020"
"292","450","Uitgeest","4","13528","29.6","24 maart 2020"
"293","451","Uithoorn","4","29424","13.6","24 maart 2020"
"294","184","Urk","7","20776","33.7","24 maart 2020"
"295","344","Utrecht","160","352866","45.3","24 maart 2020"
"296","1581","Utrechtse Heuvelrug","14","49515","28.3","24 maart 2020"
"297","981","Vaals","3","10092","29.7","24 maart 2020"
"298","994","Valkenburg aan de Geul","8","16470","48.6","24 maart 2020"
"299","858","Valkenswaard","8","30910","25.9","24 maart 2020"
"300","47","Veendam","0","27491","0","24 maart 2020"
"301","345","Veenendaal","6","65589","9.1","24 maart 2020"
"302","717","Veere","6","21835","27.5","24 maart 2020"
"303","861","Veldhoven","14","45337","30.9","24 maart 2020"
"304","453","Velsen","15","68348","21.9","24 maart 2020"
"305","983","Venlo","40","101603","39.4","24 maart 2020"
"306","984","Venray","13","43326","30","24 maart 2020"
"307","1961","Vijfheerenlanden","18","55712","32.3","24 maart 2020"
"308","622","Vlaardingen","18","72404","24.9","24 maart 2020"
"309","96","Vlieland","0","1138","0","24 maart 2020"
"310","718","Vlissingen","8","44371","18","24 maart 2020"
"311","986","Voerendaal","5","12452","40.2","24 maart 2020"
"312","626","Voorschoten","3","25479","11.8","24 maart 2020"
"313","285","Voorst","3","24417","12.3","24 maart 2020"
"314","865","Vught","19","26396","72","24 maart 2020"
"315","1949","Waadhoeke","0","46039","0","24 maart 2020"
"316","866","Waalre","3","17247","17.4","24 maart 2020"
"317","867","Waalwijk","29","48240","60.1","24 maart 2020"
"318","627","Waddinxveen","4","28316","14.1","24 maart 2020"
"319","289","Wageningen","3","38774","7.7","24 maart 2020"
"320","629","Wassenaar","5","26211","19.1","24 maart 2020"
"321","852","Waterland","10","17315","57.8","24 maart 2020"
"322","988","Weert","17","49842","34.1","24 maart 2020"
"323","457","Weesp","2","19334","10.3","24 maart 2020"
"324","1960","West Betuwe","17","50697","33.5","24 maart 2020"
"325","668","West Maas en Waal","8","19076","41.9","24 maart 2020"
"326","1969","Westerkwartier","8","63031","12.7","24 maart 2020"
"327","1701","Westerveld","2","19348","10.3","24 maart 2020"
"328","293","Westervoort","2","14944","13.4","24 maart 2020"
"329","1950","Westerwolde","0","25199","0","24 maart 2020"
"330","1783","Westland","25","108603","23","24 maart 2020"
"331","98","Weststellingwerf","1","25840","3.9","24 maart 2020"
"332","614","Westvoorne","8","14626","54.7","24 maart 2020"
"333","189","Wierden","0","24351","0","24 maart 2020"
"334","296","Wijchen","23","40951","56.2","24 maart 2020"
"335","1696","Wijdemeren","1","24013","4.2","24 maart 2020"
"336","352","Wijk bij Duurstede","6","23762","25.3","24 maart 2020"
"337","294","Winterswijk","2","28903","6.9","24 maart 2020"
"338","873","Woensdrecht","4","21866","18.3","24 maart 2020"
"339","632","Woerden","19","52197","36.4","24 maart 2020"
"340","880","Wormerland","2","16329","12.2","24 maart 2020"
"341","351","Woudenberg","4","13166","30.4","24 maart 2020"
"342","479","Zaanstad","20","155885","12.8","24 maart 2020"
"343","297","Zaltbommel","7","28451","24.6","24 maart 2020"
"344","473","Zandvoort","6","17011","35.3","24 maart 2020"
"345","50","Zeewolde","4","22309","17.9","24 maart 2020"
"346","355","Zeist","20","63934","31.3","24 maart 2020"
"347","299","Zevenaar","10","43488","23","24 maart 2020"
"348","637","Zoetermeer","8","124944","6.4","24 maart 2020"
"349","638","Zoeterwoude","1","8450","11.8","24 maart 2020"
"350","1892","Zuidplas","3","42762","7","24 maart 2020"
"351","879","Zundert","11","21612","50.9","24 maart 2020"
"352","301","Zutphen","6","47609","12.6","24 maart 2020"
"353","1896","Zwartewaterland","22","22503","97.8","24 maart 2020"
"354","642","Zwijndrecht","8","44639","17.9","24 maart 2020"
"355","193","Zwolle","40","127497","31.4","24 maart 2020"
