"","NUTS_ID","montant","Date"
"1","DE1",6069,2020-03-25
"2","DE2",6558,2020-03-25
"3","DE3",1428,2020-03-25
"4","DE4",429,2020-03-25
"5","DE5",200,2020-03-25
"6","DE6",1262,2020-03-25
"7","DE7",1754,2020-03-25
"8","DE8",218,2020-03-25
"9","DE9",2140,2020-03-25
"10","DEA",7197,2020-03-25
"11","DEB",1591,2020-03-25
"12","DEC",403,2020-03-25
"13","DED",959,2020-03-25
"14","DEE",375,2020-03-25
"15","DEF",577,2020-03-25
"16","DEG",394,2020-03-25
